Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,20.0,21.0,18.0,19.0,21.0,22.0,19.0
22.0,21.0,21.0,21.0,21.0,20.0,22.0,21.0
24.0,22.0,23.0,20.0,22.0,21.0,23.0,21.0
25.0,23.0,23.0,21.0,24.0,23.0,24.0,22.0
29.0,24.0,25.0,22.0,27.0,21.0,25.0,22.0
29.0,27.0,28.0,23.0,27.0,25.0,28.0,23.0
33.0,28.0,29.0,27.0,31.0,26.0,30.0,24.0
35.0,31.0,30.0,28.0,32.0,27.0,31.0,25.0
36.0,32.0,34.0,29.0,35.0,31.0,32.0,28.0
38.0,32.0,37.0,32.0,39.0,33.0,34.0,30.0
41.0,38.0,40.0,33.0,40.0,36.0,38.0,34.0
45.0,40.0,43.0,36.0,43.0,40.0,39.0,34.0
48.0,41.0,42.0,39.0,44.0,43.0,42.0,38.0
50.0,47.0,46.0,40.0,45.0,42.0,45.0,38.0
52.0,48.0,49.0,41.0,48.0,44.0,46.0,42.0
58.0,49.0,49.0,46.0,50.0,45.0,47.0,44.0
56.0,59.0,53.0,50.0,51.0,47.0,50.0,45.0
63.0,57.0,53.0,53.0,52.0,49.0,51.0,47.0
67.0,59.0,56.0,52.0,54.0,50.0,51.0,49.0
69.0,64.0,60.0,54.0,55.0,51.0,52.0,49.0
69.0,66.0,61.0,58.0,55.0,54.0,53.0,50.0
69.0,67.0,58.0,59.0,55.0,54.0,54.0,51.0
68.0,69.0,60.0,56.0,56.0,55.0,54.0,53.0
67.0,69.0,55.0,57.0,56.0,56.0,54.0,54.0
68.0,67.0,56.0,53.0,56.0,56.0,54.0,54.0
66.0,68.0,56.0,53.0,55.0,56.0,53.0,54.0
66.0,67.0,53.0,55.0,54.0,55.0,52.0,53.0
65.0,66.0,52.0,55.0,53.0,54.0,51.0,53.0
63.0,65.0,51.0,54.0,51.0,53.0,49.0,53.0
62.0,65.0,51.0,53.0,50.0,53.0,48.0,51.0
59.0,63.0,49.0,53.0,48.0,51.0,46.0,51.0
57.0,62.0,47.0,53.0,46.0,51.0,44.0,48.0
56.0,60.0,46.0,50.0,44.0,49.0,40.0,45.0
53.0,58.0,42.0,48.0,43.0,48.0,38.0,44.0
51.0,55.0,40.0,47.0,40.0,46.0,37.0,40.0
47.0,54.0,37.0,44.0,39.0,43.0,35.0,38.0
46.0,50.0,34.0,41.0,36.0,42.0,31.0,35.0
44.0,47.0,29.0,37.0,33.0,38.0,29.0,35.0
38.0,48.0,28.0,32.0,30.0,38.0,27.0,32.0
40.0,41.0,27.0,31.0,29.0,36.0,25.0,29.0
37.0,40.0,23.0,28.0,29.0,32.0,21.0,28.0
34.0,40.0,21.0,27.0,27.0,30.0,22.0,24.0
32.0,39.0,20.0,23.0,23.0,29.0,18.0,24.0
32.0,35.0,18.0,21.0,22.0,23.0,16.0,23.0
34.0,33.0,17.0,18.0,22.0,22.0,17.0,20.0
32.0,34.0,12.0,18.0,18.0,22.0,16.0,18.0
30.0,32.0,13.0,17.0,18.0,19.0,15.0,17.0
30.0,31.0,15.0,14.0,17.0,17.0,14.0,16.0
30.0,31.0,14.0,15.0,17.0,17.0,14.0,15.0
