Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
19.0,18.0,21.0,20.0,21.0,20.0,21.0,22.0
20.0,17.0,21.0,20.0,22.0,20.0,24.0,22.0
21.0,19.0,23.0,21.0,23.0,20.0,25.0,22.0
23.0,19.0,24.0,22.0,24.0,21.0,26.0,24.0
24.0,20.0,26.0,23.0,26.0,22.0,27.0,26.0
27.0,22.0,29.0,27.0,28.0,23.0,30.0,27.0
28.0,24.0,34.0,28.0,29.0,25.0,32.0,29.0
30.0,25.0,34.0,30.0,32.0,26.0,33.0,31.0
31.0,27.0,38.0,33.0,34.0,28.0,36.0,33.0
36.0,29.0,41.0,35.0,36.0,33.0,39.0,33.0
38.0,32.0,44.0,36.0,43.0,33.0,40.0,36.0
38.0,35.0,46.0,42.0,42.0,42.0,44.0,37.0
43.0,36.0,44.0,43.0,46.0,40.0,45.0,40.0
45.0,39.0,49.0,45.0,48.0,46.0,46.0,43.0
47.0,44.0,52.0,49.0,52.0,49.0,51.0,45.0
51.0,46.0,56.0,50.0,54.0,49.0,54.0,51.0
52.0,49.0,59.0,54.0,57.0,52.0,61.0,50.0
53.0,50.0,59.0,58.0,56.0,54.0,61.0,53.0
54.0,51.0,64.0,57.0,59.0,56.0,57.0,56.0
56.0,51.0,62.0,59.0,59.0,58.0,58.0,54.0
56.0,53.0,62.0,59.0,61.0,58.0,57.0,56.0
57.0,55.0,63.0,59.0,62.0,59.0,57.0,57.0
57.0,56.0,62.0,62.0,62.0,60.0,58.0,57.0
57.0,56.0,63.0,63.0,62.0,61.0,59.0,58.0
56.0,57.0,62.0,63.0,62.0,62.0,58.0,58.0
56.0,56.0,62.0,63.0,61.0,62.0,58.0,58.0
55.0,56.0,62.0,62.0,60.0,60.0,57.0,58.0
54.0,56.0,60.0,61.0,59.0,60.0,56.0,58.0
53.0,56.0,58.0,60.0,57.0,59.0,54.0,56.0
51.0,55.0,56.0,60.0,55.0,59.0,51.0,56.0
50.0,53.0,55.0,58.0,53.0,58.0,50.0,52.0
48.0,52.0,51.0,57.0,51.0,56.0,47.0,52.0
46.0,50.0,50.0,55.0,47.0,54.0,45.0,51.0
44.0,48.0,48.0,53.0,46.0,50.0,44.0,47.0
40.0,46.0,46.0,50.0,42.0,49.0,42.0,45.0
36.0,42.0,45.0,48.0,40.0,43.0,39.0,43.0
39.0,38.0,40.0,44.0,34.0,39.0,38.0,41.0
32.0,40.0,39.0,40.0,31.0,36.0,34.0,38.0
32.0,36.0,35.0,37.0,26.0,34.0,34.0,36.0
30.0,30.0,32.0,35.0,25.0,29.0,30.0,35.0
22.0,30.0,31.0,32.0,25.0,26.0,28.0,31.0
19.0,29.0,29.0,30.0,19.0,26.0,22.0,29.0
20.0,26.0,28.0,30.0,18.0,23.0,22.0,25.0
19.0,23.0,26.0,30.0,18.0,20.0,20.0,26.0
17.0,21.0,25.0,29.0,13.0,20.0,20.0,23.0
18.0,19.0,25.0,28.0,13.0,15.0,19.0,22.0
16.0,18.0,24.0,27.0,14.0,13.0,20.0,21.0
15.0,18.0,25.0,26.0,14.0,13.0,19.0,20.0
15.0,16.0,23.0,25.0,14.0,14.0,19.0,20.0
