Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,19.0,21.0,19.0,20.0,21.0,19.0,19.0
21.0,19.0,21.0,21.0,22.0,20.0,20.0,19.0
22.0,20.0,22.0,21.0,24.0,22.0,22.0,19.0
24.0,21.0,23.0,22.0,26.0,22.0,22.0,21.0
25.0,22.0,25.0,23.0,27.0,24.0,23.0,22.0
27.0,23.0,27.0,23.0,30.0,26.0,26.0,22.0
28.0,26.0,29.0,25.0,32.0,31.0,28.0,22.0
30.0,28.0,30.0,28.0,41.0,31.0,29.0,26.0
34.0,30.0,35.0,28.0,40.0,31.0,32.0,27.0
36.0,32.0,36.0,33.0,40.0,39.0,34.0,28.0
39.0,35.0,40.0,36.0,47.0,39.0,36.0,31.0
41.0,39.0,43.0,41.0,48.0,48.0,38.0,36.0
46.0,40.0,46.0,42.0,54.0,50.0,46.0,36.0
49.0,42.0,49.0,46.0,55.0,50.0,47.0,43.0
49.0,46.0,50.0,47.0,55.0,52.0,49.0,45.0
52.0,47.0,53.0,50.0,59.0,54.0,51.0,50.0
56.0,48.0,56.0,52.0,59.0,58.0,54.0,50.0
56.0,52.0,57.0,53.0,62.0,58.0,57.0,50.0
59.0,54.0,60.0,55.0,63.0,61.0,57.0,54.0
60.0,57.0,61.0,57.0,64.0,63.0,56.0,56.0
61.0,59.0,61.0,57.0,67.0,64.0,57.0,56.0
60.0,60.0,60.0,59.0,68.0,67.0,59.0,57.0
61.0,59.0,62.0,60.0,68.0,69.0,59.0,58.0
61.0,60.0,62.0,62.0,68.0,68.0,60.0,59.0
62.0,61.0,62.0,62.0,67.0,68.0,58.0,59.0
60.0,61.0,61.0,62.0,67.0,68.0,58.0,59.0
59.0,60.0,60.0,61.0,66.0,67.0,57.0,58.0
57.0,60.0,59.0,60.0,65.0,67.0,56.0,58.0
56.0,59.0,57.0,60.0,63.0,67.0,55.0,57.0
54.0,56.0,56.0,57.0,62.0,65.0,53.0,55.0
52.0,55.0,53.0,56.0,59.0,65.0,50.0,54.0
50.0,54.0,49.0,53.0,58.0,63.0,49.0,53.0
48.0,52.0,47.0,51.0,57.0,60.0,47.0,52.0
46.0,50.0,45.0,47.0,55.0,59.0,45.0,51.0
44.0,47.0,46.0,45.0,52.0,58.0,43.0,50.0
40.0,47.0,39.0,45.0,50.0,54.0,42.0,45.0
39.0,42.0,38.0,42.0,51.0,55.0,36.0,43.0
36.0,42.0,34.0,37.0,47.0,53.0,34.0,37.0
34.0,41.0,29.0,34.0,42.0,50.0,29.0,37.0
33.0,38.0,26.0,33.0,41.0,44.0,27.0,32.0
33.0,34.0,25.0,31.0,37.0,44.0,25.0,28.0
30.0,34.0,22.0,28.0,35.0,41.0,22.0,27.0
28.0,32.0,21.0,25.0,34.0,38.0,21.0,27.0
26.0,30.0,20.0,23.0,32.0,36.0,19.0,24.0
24.0,28.0,19.0,21.0,30.0,35.0,18.0,21.0
25.0,27.0,18.0,20.0,30.0,32.0,18.0,20.0
23.0,26.0,18.0,19.0,31.0,31.0,17.0,19.0
23.0,24.0,16.0,18.0,31.0,30.0,16.0,19.0
24.0,23.0,16.0,17.0,30.0,31.0,17.0,18.0
