Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,20.0,21.0,21.0,19.0,21.0,20.0,21.0
22.0,21.0,21.0,20.0,22.0,20.0,22.0,20.0
22.0,22.0,23.0,20.0,21.0,20.0,23.0,22.0
25.0,23.0,24.0,21.0,24.0,21.0,25.0,22.0
27.0,26.0,25.0,22.0,25.0,22.0,26.0,26.0
30.0,27.0,27.0,23.0,27.0,23.0,29.0,26.0
32.0,25.0,29.0,24.0,28.0,26.0,31.0,28.0
33.0,29.0,31.0,26.0,34.0,26.0,32.0,29.0
34.0,31.0,33.0,29.0,33.0,32.0,35.0,31.0
38.0,33.0,34.0,30.0,42.0,33.0,38.0,34.0
39.0,34.0,37.0,32.0,44.0,32.0,39.0,38.0
41.0,35.0,40.0,35.0,42.0,35.0,47.0,37.0
44.0,37.0,43.0,39.0,44.0,39.0,47.0,38.0
45.0,41.0,44.0,40.0,44.0,43.0,47.0,40.0
47.0,43.0,47.0,42.0,48.0,43.0,48.0,44.0
51.0,45.0,49.0,45.0,51.0,41.0,55.0,45.0
52.0,47.0,51.0,46.0,50.0,47.0,56.0,48.0
54.0,49.0,52.0,46.0,47.0,48.0,55.0,54.0
56.0,52.0,53.0,50.0,50.0,47.0,57.0,54.0
56.0,55.0,53.0,52.0,53.0,48.0,59.0,55.0
57.0,55.0,54.0,52.0,52.0,53.0,63.0,55.0
59.0,56.0,55.0,53.0,51.0,52.0,61.0,58.0
59.0,57.0,55.0,54.0,52.0,52.0,59.0,61.0
59.0,57.0,56.0,55.0,53.0,51.0,60.0,59.0
59.0,58.0,55.0,55.0,53.0,52.0,60.0,60.0
57.0,58.0,55.0,55.0,51.0,52.0,59.0,60.0
56.0,58.0,54.0,55.0,51.0,52.0,59.0,59.0
56.0,57.0,52.0,55.0,49.0,51.0,57.0,59.0
55.0,56.0,51.0,55.0,47.0,49.0,56.0,59.0
52.0,56.0,50.0,53.0,44.0,49.0,55.0,57.0
51.0,53.0,49.0,51.0,43.0,45.0,51.0,56.0
48.0,52.0,45.0,50.0,43.0,44.0,49.0,54.0
46.0,51.0,43.0,45.0,40.0,44.0,48.0,52.0
44.0,47.0,40.0,44.0,37.0,41.0,46.0,51.0
43.0,47.0,39.0,41.0,35.0,40.0,45.0,47.0
40.0,44.0,35.0,41.0,33.0,38.0,43.0,47.0
36.0,44.0,33.0,37.0,30.0,37.0,41.0,44.0
35.0,37.0,28.0,34.0,28.0,32.0,36.0,42.0
36.0,35.0,24.0,31.0,28.0,28.0,33.0,38.0
32.0,36.0,21.0,27.0,22.0,29.0,31.0,37.0
28.0,32.0,19.0,25.0,21.0,26.0,29.0,33.0
23.0,27.0,18.0,23.0,18.0,25.0,29.0,31.0
22.0,22.0,17.0,20.0,18.0,24.0,24.0,30.0
16.0,25.0,17.0,19.0,18.0,21.0,23.0,29.0
18.0,20.0,14.0,17.0,16.0,19.0,25.0,27.0
15.0,19.0,13.0,18.0,14.0,18.0,25.0,26.0
13.0,15.0,13.0,15.0,15.0,17.0,24.0,26.0
15.0,16.0,16.0,13.0,15.0,16.0,24.0,25.0
14.0,15.0,16.0,13.0,15.0,15.0,23.0,24.0
