Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,22.0,19.0,19.0,19.0,19.0,21.0,20.0
23.0,22.0,20.0,19.0,20.0,20.0,21.0,21.0
23.0,22.0,22.0,19.0,22.0,21.0,22.0,20.0
25.0,23.0,23.0,20.0,24.0,21.0,24.0,21.0
27.0,25.0,24.0,21.0,25.0,22.0,26.0,22.0
30.0,26.0,26.0,21.0,27.0,25.0,27.0,23.0
32.0,28.0,28.0,23.0,31.0,26.0,27.0,25.0
36.0,30.0,29.0,27.0,33.0,28.0,32.0,26.0
37.0,33.0,30.0,27.0,35.0,30.0,34.0,27.0
38.0,32.0,32.0,29.0,37.0,33.0,37.0,32.0
40.0,36.0,35.0,29.0,41.0,34.0,40.0,36.0
43.0,38.0,37.0,32.0,41.0,38.0,43.0,40.0
44.0,40.0,40.0,34.0,43.0,40.0,45.0,40.0
47.0,41.0,41.0,38.0,46.0,40.0,47.0,42.0
49.0,45.0,43.0,39.0,48.0,43.0,51.0,44.0
50.0,46.0,44.0,41.0,50.0,48.0,52.0,46.0
52.0,48.0,49.0,42.0,54.0,50.0,53.0,51.0
53.0,48.0,49.0,45.0,56.0,53.0,57.0,50.0
53.0,51.0,51.0,47.0,57.0,56.0,56.0,55.0
55.0,52.0,53.0,49.0,57.0,57.0,55.0,56.0
56.0,53.0,55.0,51.0,60.0,58.0,56.0,55.0
56.0,54.0,54.0,54.0,61.0,58.0,57.0,55.0
56.0,55.0,53.0,53.0,62.0,61.0,57.0,55.0
55.0,56.0,53.0,53.0,62.0,62.0,57.0,56.0
56.0,55.0,52.0,53.0,61.0,61.0,57.0,57.0
55.0,56.0,51.0,52.0,60.0,62.0,56.0,57.0
54.0,55.0,51.0,51.0,60.0,61.0,55.0,57.0
52.0,54.0,49.0,51.0,58.0,60.0,54.0,56.0
51.0,53.0,47.0,49.0,57.0,59.0,53.0,55.0
49.0,52.0,45.0,48.0,54.0,57.0,51.0,53.0
47.0,51.0,43.0,44.0,52.0,56.0,48.0,53.0
44.0,48.0,39.0,45.0,50.0,54.0,46.0,50.0
41.0,46.0,37.0,44.0,48.0,51.0,45.0,47.0
38.0,43.0,35.0,41.0,44.0,50.0,42.0,46.0
36.0,40.0,33.0,39.0,42.0,47.0,39.0,43.0
35.0,37.0,30.0,35.0,39.0,43.0,35.0,44.0
33.0,36.0,26.0,32.0,34.0,40.0,34.0,39.0
30.0,33.0,21.0,28.0,32.0,37.0,30.0,36.0
25.0,32.0,20.0,26.0,28.0,34.0,23.0,33.0
25.0,30.0,20.0,23.0,26.0,31.0,23.0,27.0
24.0,27.0,18.0,21.0,26.0,28.0,22.0,25.0
24.0,26.0,15.0,20.0,23.0,27.0,20.0,23.0
20.0,25.0,14.0,19.0,22.0,25.0,15.0,21.0
19.0,22.0,13.0,16.0,19.0,24.0,14.0,18.0
18.0,20.0,12.0,15.0,20.0,22.0,12.0,17.0
18.0,19.0,11.0,14.0,21.0,20.0,12.0,16.0
16.0,18.0,11.0,13.0,18.0,21.0,12.0,15.0
15.0,16.0,10.0,11.0,18.0,20.0,13.0,13.0
17.0,16.0,11.0,11.0,20.0,21.0,12.0,12.0
