Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,21.0,21.0,18.0,21.0,20.0,20.0,18.0
20.0,20.0,20.0,20.0,21.0,19.0,20.0,19.0
22.0,20.0,22.0,20.0,22.0,20.0,22.0,20.0
24.0,21.0,24.0,21.0,23.0,21.0,23.0,21.0
25.0,21.0,25.0,22.0,25.0,22.0,24.0,22.0
27.0,24.0,26.0,22.0,27.0,24.0,28.0,23.0
29.0,26.0,28.0,24.0,28.0,24.0,29.0,26.0
33.0,27.0,30.0,26.0,31.0,26.0,34.0,27.0
36.0,31.0,33.0,29.0,33.0,26.0,34.0,26.0
40.0,34.0,36.0,32.0,34.0,29.0,35.0,29.0
41.0,38.0,38.0,33.0,39.0,32.0,34.0,33.0
46.0,39.0,42.0,38.0,42.0,36.0,38.0,33.0
48.0,48.0,46.0,39.0,46.0,38.0,40.0,36.0
57.0,48.0,47.0,46.0,48.0,43.0,45.0,38.0
59.0,52.0,50.0,46.0,49.0,45.0,47.0,40.0
59.0,54.0,50.0,48.0,51.0,47.0,45.0,42.0
59.0,55.0,52.0,50.0,55.0,49.0,49.0,46.0
61.0,58.0,56.0,51.0,55.0,51.0,51.0,47.0
64.0,60.0,56.0,55.0,55.0,52.0,53.0,51.0
66.0,62.0,58.0,56.0,56.0,54.0,55.0,52.0
68.0,64.0,59.0,56.0,57.0,54.0,59.0,52.0
68.0,66.0,59.0,56.0,57.0,54.0,58.0,53.0
70.0,68.0,59.0,57.0,58.0,56.0,56.0,55.0
69.0,69.0,59.0,58.0,57.0,57.0,57.0,56.0
71.0,71.0,58.0,59.0,57.0,57.0,57.0,56.0
70.0,71.0,58.0,58.0,56.0,57.0,55.0,57.0
70.0,72.0,57.0,58.0,55.0,56.0,54.0,55.0
69.0,70.0,55.0,57.0,54.0,56.0,53.0,54.0
67.0,70.0,53.0,56.0,52.0,55.0,52.0,52.0
66.0,67.0,52.0,54.0,51.0,55.0,50.0,53.0
62.0,67.0,49.0,52.0,49.0,53.0,47.0,52.0
61.0,66.0,46.0,50.0,48.0,52.0,46.0,48.0
60.0,65.0,46.0,46.0,45.0,49.0,41.0,47.0
59.0,61.0,41.0,47.0,43.0,47.0,39.0,42.0
56.0,60.0,39.0,40.0,40.0,45.0,33.0,38.0
52.0,56.0,35.0,40.0,38.0,45.0,27.0,37.0
50.0,52.0,34.0,37.0,37.0,40.0,26.0,33.0
46.0,50.0,31.0,36.0,34.0,38.0,26.0,28.0
45.0,48.0,28.0,34.0,32.0,35.0,25.0,28.0
42.0,46.0,26.0,33.0,29.0,32.0,21.0,26.0
40.0,45.0,25.0,29.0,28.0,30.0,20.0,23.0
39.0,43.0,22.0,27.0,25.0,30.0,14.0,20.0
38.0,41.0,21.0,25.0,24.0,29.0,14.0,15.0
36.0,41.0,19.0,22.0,22.0,26.0,9.0,13.0
35.0,38.0,20.0,21.0,23.0,23.0,11.0,15.0
34.0,37.0,17.0,21.0,23.0,23.0,12.0,12.0
34.0,36.0,17.0,18.0,20.0,23.0,9.0,11.0
33.0,35.0,17.0,18.0,20.0,21.0,9.0,10.0
33.0,34.0,17.0,17.0,20.0,21.0,9.0,9.0
