Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,18.0,20.0,18.0,20.0,19.0,20.0,18.0
21.0,19.0,21.0,18.0,21.0,21.0,21.0,18.0
21.0,20.0,22.0,20.0,22.0,20.0,21.0,19.0
21.0,21.0,24.0,21.0,24.0,21.0,23.0,20.0
24.0,21.0,25.0,23.0,25.0,23.0,25.0,22.0
26.0,22.0,26.0,23.0,27.0,23.0,27.0,25.0
27.0,25.0,28.0,25.0,29.0,25.0,32.0,26.0
31.0,25.0,30.0,27.0,30.0,28.0,34.0,29.0
34.0,28.0,34.0,28.0,33.0,28.0,35.0,30.0
33.0,31.0,35.0,34.0,35.0,29.0,37.0,33.0
36.0,32.0,39.0,36.0,37.0,31.0,42.0,35.0
41.0,34.0,41.0,40.0,41.0,33.0,44.0,40.0
43.0,43.0,43.0,40.0,41.0,38.0,42.0,42.0
48.0,44.0,47.0,42.0,45.0,38.0,48.0,41.0
48.0,43.0,49.0,46.0,46.0,40.0,48.0,44.0
51.0,47.0,54.0,47.0,47.0,43.0,51.0,45.0
53.0,51.0,56.0,48.0,48.0,46.0,53.0,49.0
57.0,54.0,55.0,51.0,49.0,46.0,55.0,51.0
60.0,55.0,57.0,53.0,52.0,48.0,54.0,52.0
61.0,56.0,57.0,55.0,53.0,50.0,55.0,53.0
60.0,57.0,58.0,56.0,54.0,51.0,57.0,55.0
61.0,59.0,59.0,58.0,55.0,52.0,59.0,55.0
61.0,60.0,59.0,58.0,55.0,54.0,58.0,58.0
62.0,60.0,58.0,58.0,55.0,55.0,59.0,58.0
61.0,61.0,58.0,58.0,54.0,55.0,58.0,59.0
60.0,61.0,57.0,58.0,54.0,54.0,58.0,58.0
59.0,61.0,56.0,58.0,53.0,54.0,57.0,58.0
58.0,60.0,55.0,57.0,51.0,53.0,55.0,57.0
57.0,59.0,53.0,55.0,50.0,53.0,54.0,56.0
55.0,58.0,52.0,55.0,48.0,51.0,52.0,54.0
51.0,56.0,50.0,53.0,48.0,50.0,50.0,55.0
50.0,55.0,48.0,52.0,46.0,49.0,48.0,50.0
48.0,52.0,46.0,50.0,43.0,47.0,44.0,49.0
45.0,51.0,42.0,48.0,41.0,45.0,43.0,46.0
42.0,48.0,41.0,45.0,38.0,44.0,40.0,45.0
42.0,44.0,39.0,43.0,37.0,40.0,37.0,42.0
35.0,42.0,34.0,39.0,32.0,39.0,35.0,41.0
35.0,35.0,34.0,39.0,29.0,35.0,33.0,38.0
32.0,36.0,33.0,36.0,27.0,32.0,31.0,36.0
30.0,34.0,28.0,34.0,27.0,29.0,27.0,34.0
27.0,32.0,28.0,28.0,22.0,29.0,25.0,27.0
24.0,29.0,22.0,29.0,20.0,24.0,23.0,27.0
24.0,28.0,23.0,25.0,18.0,24.0,22.0,26.0
24.0,26.0,22.0,24.0,18.0,21.0,19.0,24.0
22.0,26.0,20.0,25.0,17.0,19.0,20.0,21.0
22.0,24.0,20.0,22.0,16.0,17.0,19.0,20.0
22.0,22.0,18.0,22.0,17.0,16.0,18.0,19.0
21.0,22.0,20.0,20.0,16.0,17.0,17.0,19.0
21.0,21.0,20.0,19.0,15.0,16.0,18.0,19.0
