Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,20.0,21.0,19.0,20.0,19.0,20.0,21.0
22.0,21.0,21.0,18.0,21.0,19.0,24.0,22.0
23.0,20.0,21.0,20.0,22.0,20.0,24.0,23.0
23.0,21.0,23.0,21.0,23.0,20.0,26.0,24.0
24.0,22.0,25.0,22.0,24.0,22.0,27.0,25.0
27.0,23.0,27.0,23.0,26.0,23.0,29.0,26.0
29.0,24.0,30.0,26.0,29.0,25.0,31.0,29.0
31.0,31.0,33.0,29.0,31.0,27.0,34.0,29.0
34.0,31.0,34.0,30.0,33.0,30.0,37.0,30.0
38.0,31.0,36.0,32.0,36.0,31.0,38.0,33.0
39.0,37.0,40.0,34.0,38.0,34.0,40.0,33.0
47.0,38.0,40.0,37.0,42.0,37.0,41.0,36.0
50.0,46.0,42.0,39.0,43.0,39.0,43.0,37.0
50.0,47.0,44.0,39.0,45.0,40.0,46.0,41.0
55.0,48.0,47.0,42.0,48.0,43.0,46.0,44.0
57.0,51.0,47.0,44.0,47.0,45.0,51.0,46.0
56.0,53.0,49.0,46.0,51.0,45.0,53.0,47.0
59.0,55.0,51.0,49.0,51.0,47.0,53.0,50.0
61.0,55.0,54.0,50.0,53.0,48.0,56.0,52.0
61.0,58.0,57.0,52.0,53.0,50.0,58.0,52.0
62.0,59.0,56.0,55.0,54.0,52.0,57.0,54.0
62.0,61.0,56.0,56.0,56.0,53.0,58.0,55.0
63.0,62.0,57.0,55.0,56.0,54.0,58.0,57.0
64.0,63.0,57.0,56.0,55.0,55.0,60.0,58.0
63.0,63.0,56.0,57.0,55.0,55.0,59.0,59.0
62.0,63.0,56.0,56.0,54.0,54.0,58.0,59.0
62.0,63.0,55.0,55.0,53.0,55.0,57.0,58.0
60.0,63.0,53.0,55.0,52.0,54.0,56.0,57.0
59.0,62.0,51.0,55.0,50.0,54.0,54.0,56.0
58.0,61.0,50.0,51.0,49.0,53.0,52.0,56.0
54.0,60.0,50.0,51.0,48.0,51.0,50.0,54.0
54.0,58.0,46.0,51.0,46.0,49.0,48.0,52.0
52.0,56.0,44.0,48.0,43.0,49.0,45.0,48.0
49.0,54.0,44.0,46.0,42.0,45.0,39.0,44.0
48.0,51.0,39.0,44.0,38.0,42.0,36.0,40.0
43.0,48.0,36.0,42.0,34.0,41.0,32.0,39.0
44.0,44.0,33.0,39.0,34.0,40.0,30.0,33.0
38.0,46.0,32.0,35.0,31.0,35.0,30.0,32.0
35.0,44.0,27.0,35.0,27.0,34.0,23.0,30.0
35.0,39.0,27.0,29.0,24.0,26.0,21.0,25.0
31.0,38.0,29.0,28.0,18.0,27.0,16.0,19.0
28.0,35.0,22.0,28.0,21.0,25.0,15.0,15.0
28.0,30.0,20.0,30.0,20.0,20.0,12.0,15.0
25.0,29.0,20.0,29.0,18.0,21.0,9.0,14.0
24.0,26.0,21.0,26.0,17.0,20.0,9.0,12.0
25.0,26.0,21.0,24.0,16.0,18.0,8.0,11.0
22.0,26.0,20.0,23.0,14.0,16.0,8.0,10.0
22.0,24.0,19.0,22.0,12.0,16.0,7.0,9.0
23.0,22.0,20.0,20.0,13.0,13.0,6.0,7.0
