Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
19.0,21.0,23.0,19.0,19.0,18.0,21.0,21.0
21.0,19.0,23.0,19.0,21.0,19.0,23.0,22.0
21.0,21.0,23.0,20.0,22.0,20.0,24.0,21.0
23.0,21.0,23.0,22.0,23.0,21.0,25.0,22.0
25.0,22.0,25.0,23.0,25.0,21.0,27.0,24.0
27.0,24.0,28.0,23.0,27.0,24.0,28.0,25.0
29.0,27.0,29.0,25.0,28.0,25.0,30.0,27.0
33.0,28.0,31.0,28.0,31.0,27.0,31.0,28.0
35.0,28.0,36.0,29.0,34.0,28.0,34.0,29.0
37.0,32.0,37.0,30.0,36.0,32.0,37.0,33.0
41.0,34.0,37.0,31.0,39.0,35.0,43.0,37.0
43.0,40.0,40.0,34.0,45.0,32.0,47.0,39.0
47.0,42.0,41.0,36.0,43.0,36.0,49.0,41.0
48.0,48.0,43.0,39.0,42.0,40.0,52.0,44.0
55.0,49.0,47.0,40.0,45.0,42.0,55.0,47.0
55.0,48.0,51.0,40.0,47.0,39.0,54.0,53.0
55.0,51.0,49.0,43.0,47.0,44.0,63.0,55.0
59.0,53.0,53.0,47.0,49.0,46.0,60.0,63.0
59.0,56.0,51.0,50.0,49.0,47.0,64.0,62.0
60.0,57.0,50.0,50.0,53.0,48.0,63.0,65.0
62.0,58.0,53.0,49.0,53.0,50.0,64.0,63.0
62.0,60.0,53.0,48.0,53.0,50.0,66.0,64.0
63.0,61.0,52.0,51.0,53.0,51.0,66.0,66.0
63.0,62.0,52.0,52.0,53.0,52.0,65.0,66.0
62.0,63.0,52.0,51.0,53.0,52.0,65.0,66.0
62.0,62.0,51.0,52.0,52.0,52.0,65.0,66.0
61.0,62.0,50.0,51.0,51.0,52.0,64.0,65.0
60.0,62.0,49.0,50.0,50.0,51.0,63.0,64.0
58.0,60.0,47.0,50.0,49.0,50.0,61.0,63.0
56.0,59.0,45.0,49.0,47.0,49.0,60.0,63.0
55.0,59.0,43.0,46.0,46.0,48.0,57.0,62.0
52.0,56.0,40.0,45.0,43.0,47.0,56.0,58.0
53.0,55.0,39.0,40.0,42.0,45.0,54.0,57.0
51.0,54.0,35.0,40.0,38.0,44.0,50.0,55.0
47.0,52.0,32.0,37.0,36.0,41.0,48.0,55.0
45.0,51.0,30.0,32.0,33.0,38.0,47.0,53.0
43.0,48.0,26.0,33.0,31.0,34.0,45.0,50.0
44.0,44.0,23.0,29.0,29.0,33.0,43.0,48.0
42.0,45.0,19.0,24.0,25.0,31.0,40.0,45.0
38.0,43.0,16.0,22.0,25.0,27.0,38.0,41.0
37.0,38.0,14.0,23.0,19.0,24.0,36.0,40.0
32.0,39.0,14.0,18.0,20.0,24.0,33.0,40.0
33.0,33.0,13.0,18.0,20.0,24.0,33.0,35.0
30.0,32.0,12.0,15.0,19.0,22.0,32.0,34.0
31.0,32.0,11.0,14.0,17.0,19.0,29.0,32.0
28.0,31.0,12.0,12.0,15.0,17.0,28.0,30.0
28.0,32.0,10.0,12.0,15.0,15.0,28.0,30.0
29.0,31.0,11.0,11.0,14.0,15.0,28.0,29.0
30.0,30.0,11.0,11.0,14.0,14.0,28.0,29.0
