Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,20.0,20.0,20.0,22.0,21.0,20.0,19.0
22.0,21.0,21.0,21.0,23.0,22.0,22.0,20.0
24.0,22.0,23.0,20.0,24.0,23.0,22.0,21.0
26.0,23.0,24.0,22.0,25.0,22.0,25.0,22.0
28.0,21.0,27.0,23.0,27.0,23.0,26.0,23.0
29.0,23.0,29.0,25.0,28.0,25.0,28.0,24.0
31.0,26.0,29.0,27.0,28.0,27.0,30.0,26.0
32.0,28.0,32.0,28.0,32.0,27.0,30.0,28.0
35.0,31.0,34.0,29.0,35.0,29.0,34.0,29.0
38.0,35.0,36.0,32.0,36.0,33.0,37.0,33.0
40.0,36.0,38.0,33.0,40.0,35.0,38.0,32.0
42.0,37.0,40.0,35.0,43.0,38.0,41.0,38.0
45.0,38.0,42.0,40.0,43.0,43.0,47.0,40.0
46.0,41.0,45.0,43.0,49.0,42.0,48.0,47.0
51.0,43.0,48.0,45.0,51.0,46.0,53.0,51.0
53.0,44.0,51.0,48.0,51.0,47.0,56.0,53.0
53.0,50.0,55.0,47.0,54.0,49.0,60.0,55.0
53.0,52.0,55.0,50.0,53.0,52.0,62.0,57.0
56.0,52.0,57.0,53.0,57.0,53.0,64.0,60.0
58.0,54.0,56.0,56.0,58.0,58.0,65.0,63.0
57.0,57.0,57.0,55.0,60.0,56.0,67.0,64.0
58.0,57.0,59.0,55.0,60.0,57.0,67.0,64.0
59.0,58.0,58.0,57.0,61.0,59.0,67.0,66.0
61.0,58.0,59.0,58.0,61.0,60.0,66.0,66.0
60.0,59.0,58.0,59.0,61.0,60.0,65.0,66.0
57.0,59.0,57.0,58.0,60.0,60.0,65.0,66.0
58.0,57.0,56.0,57.0,59.0,61.0,64.0,65.0
56.0,58.0,55.0,57.0,58.0,60.0,63.0,65.0
55.0,58.0,54.0,57.0,56.0,59.0,62.0,64.0
53.0,57.0,53.0,54.0,55.0,57.0,60.0,62.0
52.0,55.0,50.0,52.0,52.0,57.0,57.0,61.0
50.0,54.0,47.0,51.0,51.0,55.0,54.0,60.0
47.0,52.0,45.0,48.0,49.0,54.0,52.0,58.0
44.0,47.0,41.0,48.0,47.0,50.0,51.0,54.0
41.0,46.0,40.0,44.0,48.0,47.0,46.0,53.0
39.0,43.0,36.0,43.0,41.0,49.0,45.0,53.0
36.0,41.0,36.0,42.0,40.0,45.0,44.0,50.0
36.0,39.0,33.0,38.0,38.0,43.0,44.0,48.0
34.0,38.0,34.0,36.0,34.0,40.0,42.0,45.0
31.0,36.0,30.0,35.0,33.0,37.0,38.0,44.0
29.0,33.0,27.0,33.0,31.0,35.0,37.0,39.0
28.0,30.0,24.0,28.0,28.0,32.0,31.0,37.0
26.0,29.0,22.0,26.0,28.0,31.0,32.0,37.0
23.0,27.0,21.0,23.0,25.0,31.0,29.0,33.0
23.0,25.0,20.0,23.0,25.0,27.0,29.0,32.0
20.0,24.0,18.0,21.0,25.0,26.0,26.0,31.0
21.0,23.0,18.0,20.0,24.0,25.0,26.0,29.0
21.0,22.0,18.0,19.0,22.0,25.0,26.0,27.0
22.0,22.0,18.0,19.0,22.0,23.0,26.0,26.0
