Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,19.0,17.0,18.0,21.0,18.0,21.0,20.0
23.0,19.0,19.0,18.0,21.0,20.0,22.0,20.0
23.0,21.0,20.0,19.0,21.0,20.0,23.0,21.0
25.0,22.0,22.0,20.0,23.0,21.0,25.0,22.0
26.0,24.0,23.0,19.0,25.0,23.0,26.0,22.0
30.0,24.0,25.0,20.0,27.0,23.0,28.0,24.0
31.0,26.0,26.0,22.0,29.0,28.0,30.0,27.0
34.0,29.0,29.0,25.0,34.0,28.0,33.0,29.0
36.0,30.0,29.0,24.0,34.0,31.0,36.0,32.0
39.0,33.0,32.0,27.0,37.0,35.0,38.0,33.0
39.0,35.0,34.0,30.0,44.0,34.0,39.0,35.0
43.0,37.0,35.0,31.0,46.0,40.0,43.0,35.0
46.0,43.0,39.0,32.0,48.0,45.0,44.0,41.0
50.0,46.0,40.0,35.0,48.0,48.0,50.0,45.0
50.0,47.0,39.0,37.0,54.0,48.0,53.0,49.0
55.0,48.0,45.0,38.0,55.0,49.0,58.0,50.0
57.0,49.0,46.0,40.0,57.0,52.0,59.0,52.0
56.0,52.0,47.0,42.0,56.0,55.0,59.0,56.0
60.0,54.0,48.0,46.0,59.0,56.0,63.0,59.0
60.0,55.0,48.0,48.0,59.0,57.0,62.0,58.0
61.0,57.0,50.0,47.0,60.0,58.0,63.0,61.0
59.0,60.0,50.0,48.0,61.0,58.0,65.0,63.0
61.0,59.0,50.0,49.0,61.0,59.0,66.0,63.0
60.0,60.0,51.0,49.0,61.0,60.0,65.0,65.0
60.0,61.0,51.0,50.0,60.0,60.0,65.0,65.0
60.0,61.0,50.0,50.0,60.0,61.0,64.0,65.0
59.0,60.0,49.0,50.0,59.0,61.0,64.0,65.0
58.0,59.0,48.0,50.0,58.0,60.0,63.0,63.0
55.0,59.0,47.0,49.0,56.0,59.0,61.0,63.0
54.0,58.0,45.0,48.0,54.0,58.0,59.0,62.0
53.0,55.0,43.0,47.0,52.0,56.0,57.0,59.0
52.0,53.0,40.0,45.0,52.0,54.0,53.0,58.0
50.0,53.0,38.0,43.0,50.0,54.0,51.0,57.0
48.0,52.0,37.0,40.0,48.0,51.0,50.0,53.0
44.0,51.0,33.0,37.0,45.0,48.0,46.0,50.0
42.0,48.0,30.0,35.0,43.0,47.0,43.0,50.0
39.0,45.0,28.0,33.0,40.0,46.0,42.0,48.0
38.0,40.0,25.0,28.0,39.0,42.0,41.0,44.0
33.0,38.0,22.0,27.0,33.0,40.0,37.0,42.0
31.0,35.0,20.0,24.0,32.0,39.0,36.0,38.0
30.0,32.0,16.0,21.0,31.0,34.0,28.0,36.0
26.0,31.0,16.0,21.0,26.0,30.0,27.0,28.0
26.0,28.0,13.0,18.0,27.0,28.0,24.0,28.0
24.0,25.0,13.0,15.0,25.0,29.0,25.0,29.0
19.0,25.0,10.0,14.0,24.0,26.0,24.0,26.0
19.0,21.0,10.0,10.0,24.0,25.0,23.0,25.0
18.0,20.0,9.0,10.0,23.0,25.0,23.0,24.0
17.0,19.0,7.0,10.0,23.0,24.0,21.0,24.0
18.0,19.0,8.0,9.0,23.0,24.0,22.0,22.0
