Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,20.0,20.0,20.0,21.0,19.0,21.0,20.0
23.0,21.0,21.0,20.0,21.0,20.0,22.0,21.0
23.0,21.0,23.0,20.0,23.0,21.0,23.0,22.0
25.0,23.0,24.0,22.0,24.0,21.0,25.0,23.0
27.0,24.0,28.0,23.0,25.0,22.0,28.0,25.0
29.0,25.0,29.0,26.0,26.0,24.0,30.0,28.0
32.0,27.0,31.0,26.0,30.0,24.0,31.0,30.0
34.0,28.0,33.0,32.0,31.0,30.0,35.0,30.0
35.0,30.0,33.0,33.0,34.0,28.0,37.0,32.0
37.0,32.0,38.0,34.0,37.0,32.0,39.0,34.0
39.0,33.0,41.0,36.0,40.0,36.0,42.0,36.0
41.0,36.0,42.0,39.0,44.0,40.0,44.0,40.0
46.0,38.0,48.0,42.0,46.0,38.0,47.0,42.0
48.0,47.0,50.0,45.0,47.0,43.0,52.0,46.0
47.0,49.0,50.0,44.0,51.0,45.0,54.0,48.0
52.0,47.0,52.0,48.0,54.0,51.0,55.0,49.0
51.0,53.0,54.0,51.0,54.0,55.0,57.0,51.0
54.0,52.0,56.0,54.0,53.0,55.0,56.0,56.0
59.0,54.0,58.0,54.0,58.0,54.0,62.0,56.0
61.0,59.0,60.0,57.0,59.0,56.0,62.0,57.0
58.0,59.0,61.0,59.0,60.0,59.0,61.0,63.0
62.0,58.0,63.0,59.0,61.0,59.0,62.0,62.0
61.0,60.0,62.0,62.0,61.0,59.0,62.0,62.0
62.0,61.0,61.0,62.0,60.0,60.0,63.0,62.0
62.0,62.0,62.0,62.0,60.0,59.0,63.0,62.0
62.0,62.0,62.0,63.0,59.0,60.0,62.0,62.0
61.0,61.0,61.0,62.0,58.0,59.0,60.0,62.0
59.0,61.0,60.0,62.0,57.0,59.0,59.0,61.0
57.0,61.0,58.0,60.0,56.0,57.0,57.0,60.0
56.0,59.0,55.0,59.0,54.0,56.0,56.0,60.0
53.0,57.0,54.0,60.0,52.0,54.0,54.0,59.0
50.0,55.0,53.0,57.0,49.0,54.0,52.0,56.0
47.0,51.0,50.0,53.0,48.0,51.0,50.0,54.0
45.0,49.0,48.0,51.0,45.0,49.0,47.0,54.0
41.0,47.0,46.0,51.0,43.0,46.0,47.0,51.0
39.0,43.0,43.0,49.0,41.0,44.0,43.0,49.0
35.0,39.0,42.0,47.0,38.0,45.0,43.0,45.0
36.0,38.0,39.0,44.0,36.0,40.0,40.0,44.0
34.0,38.0,36.0,42.0,33.0,38.0,37.0,42.0
31.0,36.0,35.0,42.0,30.0,33.0,33.0,40.0
30.0,34.0,34.0,38.0,27.0,33.0,31.0,37.0
27.0,33.0,30.0,36.0,26.0,30.0,31.0,34.0
27.0,32.0,29.0,32.0,26.0,27.0,28.0,33.0
28.0,29.0,26.0,29.0,23.0,26.0,26.0,31.0
24.0,28.0,24.0,27.0,23.0,23.0,25.0,29.0
23.0,25.0,25.0,26.0,19.0,22.0,27.0,28.0
26.0,22.0,24.0,26.0,18.0,18.0,24.0,29.0
24.0,23.0,24.0,25.0,17.0,20.0,25.0,26.0
23.0,24.0,24.0,25.0,17.0,18.0,24.0,25.0
