Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
19.0,18.0,20.0,22.0,20.0,18.0,20.0,22.0
20.0,19.0,22.0,21.0,21.0,19.0,22.0,21.0
22.0,19.0,23.0,21.0,22.0,20.0,24.0,21.0
23.0,20.0,25.0,23.0,24.0,20.0,25.0,22.0
24.0,22.0,28.0,26.0,25.0,23.0,26.0,22.0
27.0,23.0,29.0,28.0,26.0,23.0,28.0,25.0
29.0,26.0,32.0,28.0,27.0,25.0,30.0,27.0
32.0,27.0,35.0,28.0,30.0,26.0,32.0,28.0
35.0,30.0,36.0,32.0,32.0,27.0,34.0,30.0
37.0,33.0,41.0,35.0,35.0,30.0,37.0,33.0
39.0,35.0,43.0,40.0,38.0,34.0,40.0,35.0
43.0,38.0,46.0,41.0,38.0,35.0,43.0,36.0
46.0,43.0,51.0,42.0,42.0,36.0,45.0,37.0
48.0,41.0,51.0,42.0,44.0,40.0,45.0,40.0
49.0,46.0,52.0,47.0,46.0,45.0,46.0,42.0
53.0,48.0,54.0,49.0,50.0,44.0,50.0,44.0
54.0,49.0,57.0,52.0,52.0,50.0,51.0,48.0
53.0,51.0,58.0,55.0,50.0,52.0,50.0,50.0
55.0,52.0,58.0,57.0,53.0,51.0,53.0,50.0
56.0,53.0,59.0,57.0,56.0,52.0,55.0,53.0
59.0,54.0,60.0,59.0,55.0,55.0,57.0,52.0
58.0,55.0,61.0,59.0,56.0,53.0,57.0,53.0
58.0,59.0,61.0,59.0,56.0,54.0,56.0,55.0
59.0,58.0,61.0,60.0,55.0,55.0,56.0,55.0
57.0,59.0,60.0,60.0,55.0,55.0,56.0,55.0
57.0,58.0,60.0,60.0,55.0,55.0,54.0,56.0
56.0,58.0,59.0,60.0,54.0,55.0,54.0,55.0
55.0,58.0,58.0,59.0,52.0,53.0,53.0,54.0
54.0,56.0,55.0,58.0,51.0,53.0,51.0,53.0
54.0,55.0,53.0,55.0,49.0,50.0,50.0,53.0
50.0,54.0,51.0,52.0,45.0,50.0,48.0,51.0
48.0,51.0,49.0,52.0,43.0,48.0,47.0,49.0
46.0,49.0,46.0,50.0,41.0,46.0,43.0,48.0
44.0,49.0,43.0,49.0,40.0,43.0,42.0,47.0
42.0,45.0,39.0,44.0,32.0,41.0,39.0,45.0
40.0,43.0,35.0,41.0,32.0,38.0,36.0,41.0
40.0,43.0,35.0,41.0,30.0,36.0,36.0,39.0
36.0,41.0,34.0,36.0,25.0,34.0,30.0,38.0
35.0,41.0,33.0,35.0,25.0,30.0,29.0,38.0
34.0,37.0,29.0,33.0,21.0,28.0,28.0,35.0
32.0,36.0,27.0,33.0,21.0,26.0,28.0,32.0
30.0,33.0,26.0,30.0,20.0,24.0,26.0,30.0
30.0,32.0,23.0,30.0,19.0,21.0,26.0,28.0
28.0,31.0,23.0,28.0,14.0,20.0,24.0,27.0
27.0,30.0,23.0,25.0,13.0,21.0,21.0,25.0
26.0,27.0,19.0,24.0,13.0,16.0,21.0,23.0
25.0,27.0,21.0,21.0,17.0,14.0,20.0,21.0
25.0,27.0,19.0,22.0,15.0,13.0,20.0,21.0
25.0,26.0,20.0,21.0,14.0,14.0,19.0,21.0
