Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,19.0,20.0,19.0,18.0,21.0,22.0,20.0
22.0,19.0,21.0,19.0,20.0,19.0,22.0,22.0
23.0,21.0,22.0,20.0,21.0,20.0,24.0,22.0
24.0,21.0,24.0,21.0,23.0,21.0,25.0,20.0
25.0,22.0,25.0,22.0,25.0,22.0,26.0,22.0
28.0,23.0,27.0,25.0,27.0,23.0,27.0,23.0
29.0,25.0,32.0,25.0,29.0,24.0,29.0,25.0
30.0,26.0,33.0,28.0,31.0,26.0,31.0,27.0
32.0,28.0,35.0,31.0,35.0,28.0,34.0,29.0
35.0,30.0,39.0,33.0,35.0,30.0,37.0,30.0
38.0,32.0,41.0,34.0,36.0,32.0,38.0,32.0
39.0,33.0,44.0,38.0,39.0,34.0,40.0,36.0
42.0,36.0,44.0,40.0,41.0,38.0,42.0,39.0
44.0,39.0,45.0,42.0,44.0,40.0,45.0,42.0
47.0,42.0,47.0,43.0,47.0,41.0,50.0,42.0
49.0,45.0,49.0,46.0,50.0,45.0,50.0,41.0
53.0,48.0,51.0,48.0,53.0,44.0,50.0,45.0
56.0,50.0,55.0,51.0,54.0,47.0,51.0,47.0
56.0,57.0,56.0,52.0,51.0,53.0,52.0,49.0
54.0,56.0,55.0,53.0,57.0,52.0,53.0,51.0
57.0,56.0,56.0,54.0,57.0,55.0,54.0,51.0
58.0,59.0,58.0,55.0,58.0,56.0,54.0,54.0
61.0,58.0,58.0,56.0,57.0,56.0,55.0,54.0
59.0,59.0,58.0,56.0,58.0,56.0,54.0,54.0
58.0,59.0,58.0,57.0,58.0,57.0,54.0,54.0
58.0,59.0,57.0,58.0,56.0,57.0,53.0,54.0
57.0,59.0,56.0,58.0,56.0,57.0,52.0,53.0
56.0,58.0,55.0,58.0,55.0,56.0,51.0,52.0
55.0,58.0,54.0,56.0,53.0,55.0,50.0,51.0
53.0,56.0,52.0,56.0,51.0,53.0,48.0,51.0
51.0,55.0,51.0,54.0,50.0,52.0,46.0,49.0
48.0,53.0,49.0,53.0,48.0,50.0,43.0,49.0
45.0,53.0,46.0,50.0,45.0,50.0,42.0,46.0
44.0,50.0,42.0,49.0,42.0,46.0,40.0,44.0
44.0,48.0,41.0,48.0,40.0,45.0,37.0,41.0
42.0,45.0,39.0,44.0,36.0,40.0,32.0,41.0
36.0,44.0,37.0,42.0,34.0,39.0,33.0,37.0
35.0,40.0,35.0,39.0,32.0,35.0,31.0,34.0
32.0,34.0,34.0,35.0,30.0,32.0,29.0,32.0
24.0,34.0,33.0,35.0,28.0,30.0,25.0,30.0
23.0,26.0,31.0,34.0,25.0,29.0,24.0,27.0
20.0,25.0,28.0,32.0,23.0,25.0,23.0,25.0
15.0,24.0,28.0,31.0,22.0,24.0,19.0,24.0
18.0,17.0,27.0,31.0,21.0,22.0,16.0,19.0
19.0,16.0,26.0,29.0,20.0,21.0,11.0,14.0
13.0,15.0,27.0,27.0,19.0,21.0,8.0,14.0
12.0,14.0,25.0,27.0,19.0,20.0,9.0,9.0
12.0,12.0,25.0,26.0,19.0,19.0,12.0,11.0
12.0,12.0,25.0,25.0,18.0,19.0,12.0,14.0
