Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,19.0,21.0,19.0,21.0,19.0,20.0,19.0
21.0,19.0,21.0,21.0,21.0,19.0,21.0,19.0
23.0,20.0,22.0,21.0,23.0,21.0,21.0,20.0
24.0,23.0,24.0,22.0,26.0,22.0,22.0,20.0
27.0,24.0,25.0,22.0,28.0,23.0,24.0,21.0
27.0,25.0,27.0,24.0,29.0,25.0,27.0,22.0
29.0,25.0,29.0,26.0,31.0,28.0,28.0,24.0
32.0,28.0,31.0,27.0,31.0,29.0,30.0,24.0
36.0,31.0,34.0,28.0,36.0,29.0,32.0,27.0
39.0,34.0,36.0,31.0,37.0,32.0,34.0,31.0
42.0,35.0,38.0,34.0,38.0,34.0,35.0,34.0
44.0,40.0,40.0,38.0,38.0,36.0,44.0,35.0
48.0,43.0,42.0,40.0,42.0,37.0,46.0,39.0
49.0,44.0,44.0,42.0,45.0,40.0,47.0,39.0
50.0,47.0,49.0,44.0,47.0,44.0,46.0,43.0
54.0,48.0,52.0,47.0,51.0,47.0,49.0,45.0
56.0,52.0,53.0,47.0,54.0,48.0,54.0,47.0
56.0,53.0,54.0,49.0,56.0,50.0,54.0,52.0
57.0,54.0,55.0,51.0,56.0,54.0,56.0,51.0
58.0,55.0,56.0,53.0,59.0,55.0,57.0,54.0
58.0,57.0,57.0,54.0,62.0,55.0,58.0,55.0
61.0,57.0,57.0,56.0,62.0,59.0,59.0,57.0
60.0,59.0,58.0,57.0,61.0,61.0,59.0,57.0
61.0,61.0,58.0,57.0,62.0,61.0,59.0,58.0
62.0,61.0,57.0,57.0,62.0,62.0,59.0,58.0
61.0,62.0,56.0,57.0,60.0,62.0,58.0,59.0
61.0,61.0,55.0,57.0,59.0,62.0,57.0,58.0
60.0,60.0,54.0,56.0,59.0,61.0,56.0,57.0
58.0,60.0,52.0,54.0,57.0,60.0,54.0,55.0
56.0,58.0,50.0,53.0,56.0,58.0,51.0,55.0
52.0,56.0,48.0,52.0,54.0,55.0,50.0,53.0
52.0,56.0,46.0,50.0,50.0,55.0,46.0,53.0
49.0,53.0,44.0,47.0,48.0,53.0,45.0,51.0
46.0,53.0,40.0,46.0,49.0,50.0,44.0,48.0
45.0,48.0,40.0,45.0,44.0,49.0,40.0,46.0
43.0,49.0,38.0,42.0,41.0,47.0,38.0,42.0
41.0,45.0,34.0,40.0,38.0,45.0,35.0,37.0
37.0,42.0,32.0,38.0,37.0,44.0,31.0,34.0
36.0,40.0,30.0,36.0,36.0,41.0,28.0,33.0
33.0,38.0,31.0,31.0,33.0,39.0,26.0,28.0
32.0,35.0,26.0,30.0,31.0,35.0,26.0,28.0
30.0,33.0,24.0,26.0,31.0,32.0,23.0,27.0
28.0,31.0,23.0,25.0,28.0,31.0,20.0,24.0
27.0,30.0,21.0,24.0,26.0,31.0,19.0,23.0
25.0,28.0,20.0,22.0,27.0,30.0,18.0,20.0
22.0,27.0,21.0,22.0,26.0,27.0,16.0,19.0
23.0,24.0,19.0,21.0,25.0,27.0,16.0,17.0
21.0,23.0,19.0,21.0,26.0,25.0,14.0,16.0
22.0,22.0,20.0,20.0,27.0,26.0,16.0,15.0
