Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,22.0,21.0,18.0,21.0,20.0,22.0,21.0
21.0,21.0,21.0,21.0,21.0,21.0,21.0,19.0
22.0,21.0,24.0,21.0,22.0,21.0,22.0,21.0
23.0,21.0,25.0,25.0,24.0,21.0,24.0,21.0
25.0,23.0,27.0,25.0,25.0,23.0,26.0,23.0
27.0,23.0,29.0,26.0,27.0,25.0,28.0,24.0
28.0,25.0,31.0,26.0,31.0,26.0,28.0,25.0
32.0,26.0,33.0,29.0,32.0,28.0,31.0,27.0
34.0,29.0,37.0,31.0,34.0,29.0,33.0,29.0
39.0,29.0,38.0,34.0,36.0,30.0,38.0,30.0
39.0,32.0,43.0,37.0,38.0,33.0,39.0,35.0
41.0,34.0,44.0,44.0,39.0,35.0,41.0,39.0
43.0,38.0,49.0,45.0,41.0,37.0,45.0,41.0
44.0,38.0,51.0,52.0,44.0,38.0,47.0,41.0
46.0,42.0,54.0,50.0,45.0,39.0,49.0,44.0
46.0,45.0,54.0,50.0,47.0,41.0,51.0,47.0
50.0,45.0,56.0,52.0,47.0,43.0,53.0,50.0
51.0,46.0,59.0,55.0,51.0,45.0,57.0,50.0
52.0,49.0,62.0,57.0,51.0,47.0,58.0,57.0
53.0,50.0,61.0,61.0,52.0,48.0,63.0,57.0
54.0,52.0,66.0,61.0,52.0,50.0,64.0,56.0
55.0,53.0,65.0,65.0,52.0,52.0,63.0,62.0
55.0,54.0,69.0,66.0,54.0,52.0,64.0,62.0
55.0,54.0,69.0,70.0,54.0,53.0,62.0,63.0
55.0,55.0,68.0,71.0,53.0,53.0,62.0,63.0
54.0,55.0,69.0,68.0,52.0,53.0,62.0,63.0
53.0,54.0,69.0,69.0,52.0,53.0,61.0,62.0
52.0,53.0,67.0,69.0,51.0,52.0,60.0,60.0
50.0,52.0,66.0,68.0,48.0,51.0,57.0,59.0
48.0,50.0,64.0,67.0,48.0,50.0,55.0,58.0
47.0,49.0,62.0,66.0,44.0,49.0,54.0,56.0
45.0,48.0,60.0,65.0,43.0,45.0,51.0,56.0
42.0,47.0,58.0,63.0,42.0,43.0,49.0,53.0
38.0,44.0,58.0,60.0,38.0,42.0,48.0,50.0
37.0,42.0,57.0,59.0,36.0,41.0,44.0,51.0
33.0,39.0,54.0,58.0,34.0,38.0,41.0,49.0
30.0,36.0,51.0,56.0,31.0,37.0,40.0,43.0
29.0,32.0,48.0,53.0,29.0,34.0,35.0,42.0
26.0,31.0,46.0,51.0,26.0,30.0,35.0,35.0
22.0,28.0,45.0,47.0,26.0,29.0,31.0,33.0
22.0,27.0,43.0,45.0,24.0,27.0,25.0,31.0
19.0,23.0,39.0,42.0,21.0,24.0,26.0,27.0
17.0,20.0,39.0,40.0,17.0,21.0,21.0,25.0
17.0,17.0,36.0,40.0,16.0,16.0,20.0,21.0
12.0,18.0,35.0,39.0,14.0,16.0,17.0,19.0
13.0,17.0,34.0,39.0,10.0,16.0,16.0,19.0
13.0,18.0,35.0,38.0,11.0,15.0,17.0,15.0
15.0,16.0,35.0,36.0,11.0,13.0,15.0,14.0
16.0,17.0,34.0,36.0,13.0,13.0,14.0,15.0
