Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
19.0,19.0,19.0,19.0,21.0,20.0,20.0,20.0
21.0,18.0,21.0,19.0,21.0,20.0,21.0,20.0
21.0,20.0,22.0,20.0,23.0,21.0,23.0,20.0
24.0,20.0,23.0,22.0,24.0,22.0,24.0,21.0
25.0,20.0,25.0,21.0,26.0,23.0,25.0,23.0
26.0,23.0,26.0,23.0,28.0,24.0,28.0,24.0
28.0,24.0,28.0,24.0,31.0,25.0,30.0,28.0
29.0,26.0,31.0,26.0,32.0,31.0,34.0,28.0
33.0,26.0,33.0,29.0,31.0,31.0,36.0,32.0
34.0,25.0,36.0,31.0,38.0,30.0,38.0,34.0
35.0,30.0,36.0,31.0,40.0,36.0,41.0,37.0
37.0,31.0,38.0,34.0,42.0,37.0,47.0,38.0
40.0,32.0,43.0,34.0,44.0,38.0,46.0,41.0
41.0,36.0,43.0,38.0,46.0,40.0,48.0,42.0
40.0,38.0,46.0,39.0,49.0,42.0,50.0,45.0
42.0,39.0,47.0,40.0,51.0,46.0,51.0,48.0
46.0,40.0,47.0,42.0,55.0,52.0,53.0,48.0
47.0,44.0,47.0,45.0,55.0,53.0,54.0,51.0
48.0,47.0,50.0,46.0,56.0,54.0,56.0,53.0
53.0,48.0,51.0,49.0,59.0,55.0,56.0,54.0
53.0,50.0,53.0,49.0,60.0,55.0,57.0,55.0
53.0,53.0,54.0,51.0,59.0,57.0,57.0,57.0
51.0,54.0,55.0,52.0,59.0,58.0,59.0,57.0
53.0,52.0,54.0,53.0,59.0,59.0,58.0,58.0
53.0,52.0,54.0,53.0,58.0,59.0,58.0,58.0
51.0,52.0,53.0,54.0,58.0,58.0,57.0,58.0
50.0,52.0,52.0,53.0,57.0,58.0,56.0,58.0
49.0,51.0,51.0,54.0,56.0,58.0,55.0,57.0
48.0,50.0,50.0,52.0,55.0,57.0,54.0,56.0
46.0,48.0,47.0,51.0,53.0,56.0,52.0,55.0
44.0,46.0,47.0,49.0,50.0,53.0,50.0,54.0
43.0,44.0,44.0,48.0,48.0,50.0,48.0,53.0
38.0,46.0,41.0,45.0,44.0,50.0,46.0,51.0
38.0,43.0,39.0,44.0,44.0,46.0,44.0,48.0
36.0,40.0,37.0,43.0,40.0,46.0,39.0,46.0
34.0,36.0,33.0,39.0,38.0,44.0,38.0,37.0
31.0,36.0,32.0,34.0,36.0,40.0,28.0,39.0
26.0,33.0,25.0,33.0,35.0,38.0,26.0,30.0
26.0,31.0,25.0,30.0,31.0,36.0,27.0,31.0
25.0,27.0,23.0,30.0,29.0,35.0,24.0,28.0
21.0,27.0,21.0,25.0,28.0,32.0,18.0,27.0
20.0,22.0,20.0,24.0,23.0,31.0,18.0,24.0
17.0,21.0,18.0,21.0,23.0,29.0,16.0,21.0
15.0,16.0,15.0,20.0,23.0,26.0,14.0,18.0
15.0,15.0,16.0,18.0,23.0,24.0,14.0,15.0
13.0,15.0,14.0,16.0,21.0,24.0,13.0,15.0
12.0,12.0,15.0,14.0,19.0,21.0,13.0,14.0
10.0,11.0,14.0,15.0,17.0,20.0,13.0,13.0
10.0,10.0,13.0,15.0,18.0,19.0,12.0,13.0
