Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,20.0,18.0,18.0,22.0,20.0,19.0,19.0
21.0,19.0,19.0,18.0,21.0,20.0,21.0,19.0
22.0,20.0,20.0,18.0,22.0,20.0,21.0,21.0
23.0,21.0,21.0,19.0,24.0,20.0,24.0,21.0
26.0,22.0,23.0,20.0,25.0,23.0,26.0,24.0
28.0,25.0,25.0,22.0,27.0,24.0,31.0,25.0
29.0,28.0,27.0,25.0,30.0,24.0,32.0,29.0
34.0,29.0,28.0,27.0,31.0,25.0,34.0,30.0
37.0,30.0,32.0,27.0,33.0,28.0,38.0,30.0
38.0,36.0,36.0,32.0,33.0,32.0,39.0,33.0
41.0,36.0,41.0,35.0,37.0,32.0,39.0,36.0
42.0,40.0,42.0,41.0,39.0,33.0,45.0,38.0
47.0,40.0,45.0,39.0,41.0,36.0,47.0,41.0
44.0,46.0,46.0,42.0,44.0,37.0,50.0,44.0
51.0,43.0,47.0,43.0,44.0,39.0,53.0,47.0
53.0,47.0,49.0,43.0,46.0,41.0,53.0,49.0
51.0,47.0,50.0,47.0,48.0,44.0,57.0,50.0
53.0,50.0,53.0,48.0,47.0,46.0,58.0,52.0
57.0,50.0,54.0,52.0,50.0,46.0,59.0,53.0
57.0,55.0,58.0,52.0,51.0,46.0,60.0,56.0
56.0,56.0,56.0,57.0,51.0,49.0,60.0,58.0
58.0,55.0,58.0,56.0,51.0,51.0,62.0,59.0
59.0,56.0,57.0,57.0,49.0,51.0,63.0,61.0
58.0,57.0,59.0,57.0,51.0,49.0,62.0,61.0
58.0,59.0,58.0,58.0,50.0,50.0,61.0,61.0
57.0,59.0,57.0,59.0,50.0,49.0,60.0,62.0
57.0,58.0,57.0,58.0,48.0,50.0,59.0,61.0
55.0,57.0,56.0,58.0,47.0,49.0,58.0,60.0
53.0,56.0,54.0,57.0,46.0,47.0,57.0,60.0
52.0,56.0,53.0,58.0,43.0,46.0,55.0,58.0
51.0,54.0,52.0,55.0,41.0,42.0,54.0,57.0
48.0,52.0,51.0,53.0,41.0,42.0,51.0,55.0
46.0,51.0,47.0,53.0,37.0,41.0,50.0,53.0
43.0,50.0,45.0,48.0,35.0,38.0,48.0,51.0
42.0,48.0,46.0,46.0,31.0,36.0,45.0,48.0
40.0,45.0,41.0,47.0,29.0,32.0,42.0,50.0
38.0,43.0,37.0,45.0,26.0,30.0,41.0,48.0
38.0,40.0,36.0,41.0,24.0,29.0,39.0,44.0
34.0,39.0,36.0,39.0,21.0,28.0,36.0,41.0
32.0,35.0,31.0,37.0,20.0,25.0,33.0,39.0
32.0,32.0,28.0,31.0,17.0,23.0,31.0,35.0
31.0,34.0,20.0,33.0,16.0,19.0,28.0,32.0
30.0,33.0,24.0,25.0,14.0,19.0,26.0,29.0
29.0,33.0,20.0,22.0,10.0,17.0,24.0,27.0
28.0,30.0,13.0,23.0,9.0,12.0,22.0,27.0
27.0,29.0,15.0,16.0,7.0,9.0,22.0,24.0
28.0,29.0,13.0,14.0,9.0,9.0,20.0,23.0
27.0,29.0,12.0,13.0,9.0,8.0,19.0,20.0
27.0,29.0,13.0,13.0,7.0,8.0,18.0,18.0
