Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,20.0,19.0,20.0,19.0,19.0,19.0,19.0
22.0,20.0,22.0,20.0,21.0,18.0,20.0,21.0
23.0,21.0,22.0,19.0,22.0,20.0,22.0,20.0
25.0,22.0,23.0,22.0,24.0,21.0,23.0,22.0
27.0,23.0,28.0,24.0,26.0,25.0,25.0,22.0
28.0,27.0,31.0,26.0,30.0,25.0,28.0,24.0
34.0,27.0,32.0,25.0,31.0,27.0,30.0,26.0
35.0,31.0,33.0,29.0,32.0,27.0,32.0,28.0
40.0,34.0,34.0,31.0,34.0,29.0,35.0,29.0
41.0,38.0,39.0,32.0,35.0,31.0,36.0,32.0
42.0,37.0,39.0,33.0,38.0,34.0,38.0,34.0
45.0,39.0,42.0,36.0,39.0,36.0,41.0,36.0
46.0,42.0,45.0,40.0,44.0,37.0,43.0,38.0
49.0,43.0,47.0,40.0,46.0,43.0,45.0,40.0
51.0,47.0,47.0,45.0,48.0,42.0,47.0,42.0
53.0,50.0,54.0,46.0,49.0,44.0,49.0,44.0
56.0,51.0,54.0,54.0,50.0,46.0,51.0,47.0
58.0,56.0,53.0,53.0,54.0,48.0,51.0,48.0
61.0,56.0,58.0,53.0,53.0,53.0,52.0,50.0
61.0,58.0,58.0,54.0,56.0,51.0,55.0,51.0
62.0,59.0,58.0,57.0,55.0,51.0,56.0,52.0
63.0,61.0,58.0,58.0,55.0,54.0,56.0,54.0
64.0,61.0,59.0,58.0,57.0,54.0,58.0,55.0
63.0,62.0,59.0,58.0,57.0,55.0,57.0,57.0
63.0,63.0,59.0,59.0,56.0,55.0,56.0,56.0
63.0,63.0,59.0,59.0,55.0,56.0,57.0,56.0
61.0,63.0,57.0,59.0,55.0,56.0,55.0,56.0
60.0,61.0,57.0,57.0,53.0,55.0,54.0,57.0
59.0,60.0,55.0,57.0,52.0,55.0,53.0,55.0
57.0,60.0,52.0,54.0,50.0,54.0,51.0,54.0
55.0,59.0,50.0,52.0,49.0,51.0,48.0,51.0
53.0,57.0,48.0,50.0,45.0,49.0,43.0,50.0
51.0,55.0,46.0,51.0,42.0,45.0,41.0,47.0
49.0,52.0,43.0,49.0,41.0,43.0,39.0,47.0
44.0,50.0,41.0,46.0,36.0,43.0,40.0,42.0
44.0,45.0,39.0,44.0,34.0,41.0,37.0,40.0
38.0,45.0,35.0,43.0,31.0,37.0,35.0,39.0
35.0,45.0,35.0,43.0,26.0,36.0,32.0,35.0
35.0,40.0,34.0,38.0,28.0,29.0,31.0,34.0
31.0,38.0,33.0,36.0,25.0,28.0,26.0,33.0
32.0,33.0,32.0,35.0,23.0,28.0,25.0,29.0
33.0,31.0,28.0,33.0,22.0,26.0,20.0,27.0
30.0,32.0,27.0,30.0,20.0,24.0,19.0,25.0
26.0,31.0,22.0,29.0,18.0,21.0,18.0,25.0
25.0,30.0,21.0,26.0,16.0,19.0,19.0,21.0
25.0,27.0,18.0,25.0,13.0,17.0,15.0,20.0
22.0,26.0,19.0,23.0,12.0,15.0,14.0,19.0
20.0,27.0,19.0,21.0,13.0,14.0,15.0,16.0
22.0,22.0,20.0,20.0,12.0,13.0,16.0,16.0
