Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
19.0,20.0,22.0,19.0,21.0,19.0,21.0,20.0
21.0,19.0,21.0,19.0,22.0,19.0,22.0,22.0
21.0,19.0,22.0,21.0,22.0,21.0,23.0,22.0
22.0,20.0,25.0,21.0,25.0,22.0,25.0,23.0
24.0,21.0,26.0,22.0,26.0,23.0,27.0,22.0
26.0,22.0,28.0,25.0,27.0,23.0,28.0,25.0
27.0,24.0,32.0,27.0,29.0,23.0,33.0,28.0
30.0,26.0,34.0,27.0,30.0,27.0,36.0,28.0
32.0,28.0,36.0,32.0,34.0,29.0,36.0,31.0
36.0,29.0,40.0,33.0,34.0,33.0,37.0,32.0
37.0,32.0,42.0,34.0,39.0,34.0,39.0,35.0
41.0,34.0,43.0,38.0,42.0,35.0,42.0,36.0
42.0,38.0,44.0,40.0,43.0,38.0,44.0,37.0
44.0,42.0,46.0,42.0,46.0,40.0,45.0,40.0
48.0,43.0,49.0,44.0,48.0,45.0,48.0,43.0
48.0,44.0,51.0,47.0,54.0,45.0,50.0,44.0
50.0,45.0,53.0,49.0,54.0,52.0,51.0,46.0
51.0,47.0,57.0,52.0,61.0,55.0,51.0,50.0
52.0,49.0,57.0,52.0,59.0,58.0,55.0,49.0
52.0,51.0,58.0,55.0,61.0,58.0,55.0,53.0
54.0,51.0,57.0,56.0,62.0,60.0,59.0,55.0
54.0,52.0,59.0,57.0,63.0,59.0,58.0,57.0
55.0,53.0,59.0,57.0,62.0,60.0,58.0,59.0
55.0,53.0,59.0,58.0,62.0,61.0,59.0,58.0
54.0,54.0,58.0,59.0,62.0,62.0,59.0,59.0
54.0,54.0,58.0,58.0,61.0,62.0,59.0,59.0
53.0,54.0,57.0,58.0,61.0,62.0,58.0,59.0
51.0,53.0,55.0,57.0,59.0,61.0,56.0,57.0
50.0,52.0,54.0,57.0,58.0,61.0,55.0,57.0
48.0,51.0,53.0,55.0,57.0,59.0,54.0,57.0
47.0,51.0,51.0,54.0,55.0,57.0,52.0,54.0
45.0,51.0,48.0,50.0,53.0,56.0,52.0,52.0
43.0,48.0,47.0,48.0,50.0,55.0,48.0,53.0
44.0,45.0,43.0,48.0,48.0,53.0,45.0,50.0
39.0,44.0,40.0,45.0,45.0,52.0,43.0,47.0
37.0,40.0,37.0,42.0,43.0,48.0,40.0,46.0
30.0,38.0,36.0,43.0,38.0,46.0,38.0,44.0
28.0,38.0,34.0,38.0,38.0,42.0,37.0,42.0
28.0,32.0,29.0,35.0,34.0,40.0,34.0,40.0
23.0,28.0,27.0,31.0,33.0,36.0,32.0,37.0
22.0,26.0,28.0,29.0,31.0,36.0,31.0,36.0
21.0,26.0,26.0,28.0,30.0,36.0,30.0,33.0
19.0,25.0,23.0,28.0,29.0,33.0,29.0,32.0
17.0,23.0,22.0,27.0,27.0,30.0,26.0,31.0
17.0,22.0,22.0,25.0,26.0,28.0,27.0,27.0
16.0,20.0,22.0,23.0,25.0,27.0,24.0,26.0
17.0,18.0,19.0,22.0,23.0,26.0,22.0,23.0
15.0,17.0,21.0,21.0,23.0,26.0,20.0,22.0
15.0,14.0,21.0,20.0,23.0,25.0,22.0,21.0
