Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,20.0,21.0,20.0,21.0,19.0,21.0,22.0
21.0,20.0,23.0,21.0,22.0,19.0,22.0,21.0
23.0,23.0,24.0,22.0,22.0,21.0,22.0,22.0
25.0,23.0,26.0,21.0,24.0,21.0,25.0,23.0
27.0,24.0,26.0,22.0,25.0,23.0,27.0,23.0
31.0,26.0,27.0,26.0,26.0,24.0,28.0,26.0
34.0,27.0,32.0,26.0,29.0,25.0,31.0,27.0
34.0,32.0,36.0,28.0,31.0,28.0,33.0,29.0
42.0,34.0,36.0,34.0,35.0,32.0,35.0,30.0
42.0,36.0,42.0,37.0,42.0,34.0,37.0,31.0
45.0,36.0,44.0,43.0,44.0,35.0,39.0,33.0
44.0,40.0,48.0,46.0,47.0,40.0,40.0,35.0
47.0,42.0,49.0,46.0,51.0,40.0,43.0,37.0
49.0,47.0,52.0,47.0,50.0,46.0,46.0,40.0
53.0,48.0,55.0,49.0,57.0,48.0,47.0,42.0
57.0,50.0,57.0,49.0,57.0,50.0,50.0,45.0
56.0,55.0,58.0,52.0,57.0,53.0,53.0,48.0
58.0,55.0,58.0,55.0,62.0,56.0,56.0,50.0
60.0,58.0,60.0,57.0,63.0,62.0,56.0,52.0
62.0,60.0,61.0,58.0,68.0,61.0,58.0,54.0
63.0,62.0,62.0,60.0,67.0,62.0,59.0,55.0
64.0,63.0,64.0,62.0,67.0,67.0,58.0,57.0
64.0,64.0,63.0,62.0,64.0,66.0,60.0,57.0
65.0,65.0,64.0,63.0,65.0,65.0,59.0,58.0
64.0,65.0,64.0,64.0,67.0,65.0,59.0,59.0
65.0,65.0,63.0,64.0,65.0,65.0,58.0,59.0
64.0,65.0,62.0,64.0,64.0,63.0,57.0,58.0
62.0,65.0,61.0,63.0,62.0,63.0,56.0,57.0
62.0,64.0,60.0,63.0,59.0,63.0,53.0,56.0
59.0,64.0,58.0,60.0,59.0,63.0,51.0,55.0
58.0,60.0,56.0,59.0,57.0,61.0,50.0,53.0
55.0,59.0,52.0,58.0,55.0,60.0,48.0,52.0
54.0,57.0,51.0,56.0,54.0,57.0,45.0,50.0
51.0,56.0,50.0,53.0,49.0,55.0,43.0,48.0
48.0,54.0,48.0,52.0,46.0,51.0,41.0,46.0
46.0,51.0,46.0,50.0,44.0,49.0,38.0,45.0
44.0,49.0,42.0,48.0,41.0,47.0,36.0,40.0
40.0,46.0,40.0,47.0,38.0,43.0,33.0,39.0
39.0,46.0,38.0,44.0,37.0,41.0,33.0,36.0
38.0,40.0,38.0,41.0,34.0,39.0,32.0,33.0
36.0,40.0,34.0,39.0,32.0,35.0,28.0,33.0
34.0,38.0,32.0,37.0,30.0,33.0,26.0,31.0
32.0,37.0,31.0,33.0,27.0,30.0,24.0,30.0
32.0,34.0,30.0,33.0,24.0,30.0,22.0,27.0
30.0,34.0,30.0,31.0,24.0,28.0,20.0,24.0
30.0,32.0,28.0,30.0,22.0,26.0,21.0,23.0
29.0,31.0,28.0,29.0,22.0,24.0,21.0,22.0
29.0,31.0,26.0,29.0,21.0,23.0,19.0,21.0
30.0,30.0,27.0,26.0,22.0,23.0,19.0,22.0
