Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,19.0,21.0,19.0,22.0,21.0,19.0,19.0
20.0,19.0,22.0,19.0,22.0,20.0,20.0,19.0
21.0,20.0,22.0,20.0,24.0,21.0,23.0,19.0
23.0,20.0,23.0,21.0,25.0,24.0,23.0,22.0
25.0,21.0,25.0,22.0,25.0,24.0,24.0,22.0
26.0,22.0,27.0,22.0,29.0,25.0,27.0,24.0
28.0,24.0,29.0,25.0,31.0,27.0,29.0,25.0
31.0,27.0,33.0,28.0,33.0,29.0,30.0,26.0
34.0,29.0,36.0,29.0,36.0,29.0,33.0,28.0
35.0,30.0,37.0,34.0,37.0,34.0,36.0,29.0
38.0,31.0,39.0,36.0,40.0,35.0,38.0,32.0
38.0,34.0,41.0,39.0,44.0,36.0,41.0,35.0
38.0,38.0,43.0,43.0,46.0,40.0,44.0,39.0
43.0,38.0,48.0,45.0,49.0,43.0,48.0,40.0
44.0,42.0,56.0,50.0,52.0,45.0,49.0,41.0
49.0,43.0,55.0,48.0,53.0,47.0,50.0,42.0
50.0,46.0,56.0,50.0,54.0,51.0,50.0,45.0
52.0,48.0,58.0,53.0,58.0,53.0,51.0,47.0
52.0,50.0,59.0,57.0,58.0,55.0,53.0,49.0
53.0,51.0,59.0,57.0,60.0,56.0,53.0,52.0
55.0,52.0,61.0,58.0,60.0,57.0,54.0,53.0
57.0,53.0,61.0,59.0,61.0,59.0,57.0,53.0
57.0,54.0,60.0,60.0,61.0,60.0,56.0,55.0
56.0,55.0,60.0,60.0,61.0,61.0,56.0,55.0
55.0,55.0,60.0,60.0,62.0,62.0,55.0,55.0
55.0,55.0,60.0,60.0,60.0,61.0,54.0,55.0
54.0,54.0,59.0,60.0,60.0,61.0,53.0,54.0
52.0,54.0,58.0,59.0,59.0,60.0,52.0,54.0
51.0,54.0,56.0,58.0,57.0,60.0,50.0,53.0
49.0,52.0,54.0,57.0,55.0,58.0,49.0,52.0
47.0,50.0,52.0,57.0,53.0,59.0,47.0,49.0
43.0,50.0,51.0,54.0,52.0,57.0,44.0,47.0
42.0,43.0,50.0,53.0,50.0,55.0,39.0,47.0
38.0,40.0,47.0,51.0,49.0,52.0,39.0,42.0
31.0,40.0,44.0,48.0,45.0,50.0,34.0,41.0
31.0,36.0,40.0,45.0,42.0,48.0,32.0,40.0
30.0,36.0,37.0,42.0,37.0,47.0,31.0,35.0
29.0,34.0,34.0,39.0,37.0,42.0,29.0,33.0
27.0,32.0,31.0,38.0,37.0,40.0,27.0,30.0
25.0,29.0,29.0,34.0,35.0,38.0,27.0,27.0
22.0,26.0,26.0,31.0,31.0,35.0,24.0,27.0
20.0,24.0,25.0,30.0,29.0,36.0,22.0,26.0
17.0,22.0,25.0,27.0,28.0,34.0,21.0,24.0
19.0,20.0,22.0,25.0,28.0,30.0,19.0,22.0
17.0,17.0,20.0,24.0,25.0,29.0,19.0,21.0
15.0,18.0,18.0,21.0,24.0,28.0,17.0,21.0
13.0,16.0,16.0,20.0,25.0,25.0,18.0,19.0
13.0,14.0,17.0,18.0,23.0,25.0,17.0,20.0
12.0,14.0,16.0,17.0,23.0,22.0,17.0,18.0
