Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
22.0,19.0,20.0,21.0,21.0,19.0,20.0,18.0
21.0,21.0,21.0,20.0,22.0,20.0,20.0,20.0
24.0,21.0,23.0,21.0,24.0,21.0,21.0,20.0
26.0,22.0,25.0,23.0,25.0,22.0,23.0,20.0
28.0,23.0,26.0,24.0,26.0,23.0,24.0,21.0
29.0,25.0,29.0,25.0,28.0,25.0,26.0,24.0
31.0,27.0,31.0,27.0,30.0,26.0,28.0,24.0
33.0,27.0,31.0,31.0,32.0,28.0,29.0,26.0
34.0,31.0,35.0,30.0,36.0,31.0,32.0,28.0
39.0,32.0,37.0,30.0,39.0,32.0,35.0,29.0
39.0,41.0,39.0,34.0,41.0,35.0,37.0,33.0
49.0,41.0,41.0,34.0,43.0,39.0,39.0,34.0
49.0,46.0,44.0,38.0,42.0,41.0,42.0,38.0
54.0,46.0,45.0,41.0,43.0,41.0,40.0,40.0
55.0,51.0,49.0,43.0,47.0,42.0,45.0,39.0
58.0,52.0,51.0,47.0,49.0,45.0,47.0,42.0
61.0,55.0,50.0,48.0,51.0,48.0,49.0,44.0
61.0,57.0,54.0,50.0,55.0,50.0,51.0,46.0
62.0,59.0,56.0,52.0,56.0,51.0,52.0,49.0
64.0,62.0,57.0,54.0,57.0,54.0,56.0,50.0
64.0,64.0,58.0,56.0,58.0,55.0,56.0,53.0
65.0,65.0,58.0,58.0,57.0,57.0,56.0,53.0
66.0,65.0,59.0,57.0,59.0,57.0,55.0,54.0
66.0,66.0,59.0,58.0,59.0,57.0,56.0,56.0
66.0,65.0,59.0,58.0,58.0,58.0,57.0,56.0
65.0,65.0,57.0,58.0,57.0,57.0,55.0,56.0
64.0,65.0,57.0,58.0,56.0,57.0,55.0,55.0
62.0,64.0,56.0,58.0,55.0,57.0,53.0,55.0
61.0,64.0,55.0,57.0,53.0,56.0,52.0,55.0
60.0,62.0,54.0,57.0,52.0,55.0,50.0,53.0
57.0,61.0,52.0,56.0,50.0,53.0,49.0,52.0
55.0,60.0,50.0,55.0,48.0,52.0,44.0,50.0
53.0,58.0,48.0,53.0,45.0,51.0,42.0,49.0
51.0,56.0,47.0,51.0,44.0,49.0,41.0,46.0
49.0,51.0,42.0,50.0,43.0,48.0,39.0,43.0
47.0,49.0,41.0,44.0,40.0,45.0,35.0,42.0
43.0,48.0,37.0,43.0,37.0,42.0,33.0,37.0
39.0,43.0,36.0,41.0,35.0,41.0,29.0,34.0
38.0,42.0,32.0,38.0,32.0,37.0,27.0,32.0
34.0,41.0,31.0,32.0,28.0,35.0,26.0,32.0
34.0,39.0,28.0,32.0,26.0,32.0,24.0,29.0
32.0,37.0,26.0,31.0,24.0,29.0,21.0,26.0
30.0,34.0,24.0,30.0,25.0,26.0,20.0,22.0
30.0,33.0,24.0,28.0,22.0,25.0,17.0,20.0
28.0,32.0,23.0,25.0,19.0,23.0,15.0,22.0
28.0,31.0,20.0,25.0,19.0,21.0,16.0,18.0
28.0,30.0,22.0,20.0,18.0,20.0,14.0,16.0
28.0,30.0,20.0,21.0,17.0,18.0,13.0,16.0
29.0,29.0,19.0,22.0,18.0,18.0,14.0,14.0
