Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,20.0,21.0,19.0,21.0,20.0,22.0,20.0
21.0,20.0,22.0,19.0,22.0,20.0,23.0,22.0
22.0,21.0,22.0,20.0,23.0,21.0,24.0,22.0
24.0,22.0,25.0,21.0,24.0,22.0,24.0,23.0
25.0,22.0,26.0,22.0,26.0,23.0,26.0,23.0
27.0,22.0,28.0,24.0,28.0,24.0,28.0,23.0
29.0,25.0,29.0,27.0,29.0,26.0,29.0,24.0
29.0,26.0,32.0,27.0,29.0,28.0,31.0,27.0
31.0,28.0,34.0,29.0,33.0,28.0,36.0,29.0
35.0,30.0,36.0,33.0,36.0,32.0,38.0,31.0
37.0,32.0,39.0,34.0,38.0,33.0,38.0,34.0
38.0,36.0,41.0,35.0,42.0,37.0,39.0,37.0
42.0,36.0,43.0,37.0,46.0,41.0,43.0,38.0
44.0,41.0,45.0,40.0,48.0,46.0,47.0,38.0
47.0,43.0,45.0,41.0,54.0,47.0,47.0,44.0
49.0,45.0,48.0,44.0,54.0,53.0,50.0,46.0
51.0,47.0,48.0,47.0,61.0,53.0,50.0,47.0
53.0,49.0,52.0,47.0,61.0,62.0,53.0,49.0
54.0,51.0,52.0,51.0,67.0,62.0,55.0,52.0
56.0,52.0,54.0,51.0,66.0,61.0,57.0,54.0
57.0,54.0,55.0,54.0,66.0,64.0,59.0,55.0
58.0,56.0,54.0,54.0,67.0,65.0,59.0,57.0
58.0,58.0,55.0,53.0,66.0,66.0,58.0,59.0
59.0,58.0,56.0,54.0,67.0,66.0,58.0,58.0
59.0,58.0,56.0,56.0,67.0,67.0,58.0,58.0
58.0,58.0,54.0,56.0,66.0,67.0,58.0,58.0
57.0,58.0,55.0,54.0,66.0,66.0,57.0,58.0
56.0,57.0,53.0,55.0,64.0,66.0,56.0,58.0
54.0,57.0,53.0,54.0,63.0,66.0,55.0,57.0
52.0,54.0,49.0,53.0,62.0,65.0,53.0,56.0
49.0,53.0,47.0,50.0,59.0,63.0,52.0,56.0
46.0,51.0,47.0,47.0,57.0,61.0,50.0,55.0
45.0,46.0,42.0,47.0,55.0,59.0,48.0,53.0
39.0,45.0,39.0,43.0,53.0,57.0,47.0,50.0
38.0,45.0,37.0,42.0,49.0,57.0,45.0,50.0
37.0,39.0,36.0,39.0,47.0,53.0,44.0,48.0
33.0,38.0,32.0,38.0,48.0,51.0,41.0,46.0
31.0,38.0,31.0,35.0,43.0,49.0,39.0,45.0
29.0,34.0,25.0,32.0,43.0,50.0,36.0,40.0
26.0,32.0,24.0,32.0,41.0,46.0,32.0,38.0
25.0,28.0,22.0,30.0,39.0,43.0,33.0,37.0
21.0,27.0,23.0,27.0,37.0,40.0,31.0,35.0
19.0,25.0,19.0,25.0,36.0,40.0,30.0,32.0
20.0,21.0,18.0,19.0,34.0,37.0,27.0,31.0
18.0,20.0,15.0,19.0,31.0,36.0,26.0,27.0
18.0,20.0,17.0,18.0,32.0,33.0,26.0,27.0
17.0,19.0,16.0,18.0,30.0,35.0,23.0,26.0
17.0,18.0,16.0,17.0,30.0,34.0,23.0,23.0
16.0,17.0,17.0,18.0,32.0,32.0,23.0,24.0
