Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,18.0,20.0,20.0,21.0,19.0,20.0,19.0
19.0,20.0,22.0,20.0,21.0,20.0,20.0,19.0
22.0,20.0,22.0,21.0,22.0,21.0,22.0,19.0
22.0,21.0,24.0,22.0,24.0,21.0,23.0,22.0
24.0,21.0,27.0,25.0,25.0,23.0,25.0,24.0
26.0,24.0,27.0,27.0,27.0,26.0,29.0,25.0
30.0,23.0,32.0,27.0,30.0,28.0,32.0,27.0
31.0,27.0,35.0,33.0,34.0,26.0,35.0,31.0
32.0,31.0,38.0,37.0,36.0,28.0,36.0,32.0
34.0,31.0,41.0,36.0,35.0,32.0,40.0,35.0
39.0,33.0,43.0,38.0,37.0,33.0,41.0,36.0
41.0,35.0,45.0,43.0,43.0,35.0,44.0,38.0
43.0,38.0,50.0,44.0,44.0,40.0,45.0,42.0
46.0,40.0,51.0,44.0,51.0,43.0,50.0,45.0
47.0,43.0,53.0,50.0,50.0,46.0,52.0,47.0
49.0,45.0,59.0,52.0,53.0,49.0,55.0,51.0
51.0,47.0,61.0,57.0,56.0,50.0,60.0,53.0
52.0,48.0,60.0,60.0,55.0,53.0,62.0,59.0
53.0,50.0,62.0,59.0,59.0,55.0,64.0,59.0
54.0,52.0,62.0,59.0,62.0,57.0,65.0,61.0
54.0,53.0,64.0,61.0,62.0,54.0,67.0,63.0
55.0,53.0,65.0,63.0,59.0,58.0,67.0,66.0
55.0,55.0,64.0,64.0,62.0,58.0,67.0,67.0
56.0,55.0,65.0,64.0,60.0,61.0,67.0,67.0
56.0,57.0,65.0,65.0,62.0,62.0,67.0,67.0
55.0,56.0,64.0,65.0,61.0,63.0,66.0,67.0
54.0,55.0,63.0,64.0,61.0,62.0,65.0,67.0
53.0,56.0,62.0,64.0,60.0,61.0,64.0,65.0
52.0,55.0,60.0,63.0,58.0,60.0,63.0,65.0
50.0,52.0,60.0,62.0,56.0,60.0,60.0,65.0
47.0,50.0,57.0,62.0,55.0,58.0,59.0,63.0
44.0,50.0,55.0,56.0,52.0,56.0,57.0,61.0
43.0,48.0,52.0,55.0,51.0,54.0,55.0,59.0
42.0,47.0,50.0,55.0,47.0,51.0,51.0,58.0
40.0,43.0,47.0,52.0,44.0,48.0,50.0,55.0
38.0,41.0,44.0,50.0,42.0,47.0,49.0,51.0
32.0,40.0,43.0,48.0,40.0,45.0,44.0,50.0
31.0,36.0,39.0,45.0,39.0,40.0,43.0,46.0
28.0,34.0,38.0,42.0,34.0,41.0,36.0,45.0
25.0,30.0,36.0,40.0,33.0,41.0,36.0,39.0
24.0,28.0,33.0,37.0,31.0,35.0,37.0,36.0
22.0,26.0,30.0,34.0,27.0,32.0,30.0,37.0
20.0,25.0,26.0,31.0,25.0,29.0,30.0,32.0
20.0,19.0,25.0,29.0,23.0,29.0,31.0,28.0
13.0,19.0,24.0,27.0,25.0,27.0,26.0,30.0
12.0,16.0,26.0,26.0,24.0,27.0,27.0,29.0
10.0,14.0,25.0,28.0,24.0,26.0,27.0,28.0
10.0,12.0,24.0,25.0,23.0,24.0,26.0,29.0
11.0,12.0,23.0,24.0,23.0,23.0,27.0,28.0
