Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,22.0,21.0,20.0,20.0,20.0,21.0,19.0
22.0,21.0,22.0,20.0,21.0,20.0,21.0,20.0
23.0,20.0,23.0,21.0,23.0,20.0,23.0,20.0
23.0,21.0,23.0,23.0,24.0,21.0,24.0,20.0
25.0,23.0,26.0,23.0,25.0,24.0,25.0,23.0
27.0,23.0,29.0,27.0,28.0,24.0,25.0,23.0
28.0,24.0,31.0,27.0,31.0,27.0,28.0,24.0
31.0,26.0,34.0,31.0,33.0,32.0,30.0,27.0
34.0,29.0,38.0,34.0,36.0,34.0,32.0,28.0
34.0,31.0,40.0,35.0,41.0,37.0,34.0,29.0
36.0,33.0,42.0,37.0,44.0,39.0,35.0,32.0
39.0,34.0,45.0,42.0,46.0,44.0,38.0,33.0
40.0,36.0,50.0,42.0,51.0,46.0,41.0,34.0
43.0,38.0,51.0,47.0,49.0,48.0,43.0,37.0
46.0,41.0,54.0,48.0,53.0,46.0,46.0,39.0
48.0,42.0,54.0,52.0,53.0,50.0,48.0,41.0
49.0,45.0,58.0,54.0,57.0,51.0,47.0,44.0
52.0,46.0,60.0,57.0,57.0,57.0,47.0,46.0
53.0,50.0,62.0,60.0,57.0,57.0,50.0,46.0
57.0,51.0,62.0,61.0,60.0,57.0,52.0,49.0
55.0,56.0,65.0,62.0,61.0,59.0,52.0,49.0
59.0,57.0,65.0,64.0,63.0,61.0,51.0,50.0
59.0,58.0,65.0,64.0,62.0,62.0,51.0,51.0
59.0,59.0,65.0,64.0,63.0,63.0,52.0,51.0
59.0,59.0,65.0,65.0,63.0,63.0,51.0,52.0
58.0,59.0,64.0,65.0,62.0,63.0,52.0,51.0
58.0,58.0,63.0,64.0,61.0,62.0,51.0,51.0
56.0,57.0,62.0,63.0,61.0,62.0,49.0,51.0
54.0,58.0,60.0,62.0,59.0,61.0,47.0,52.0
53.0,57.0,58.0,60.0,57.0,62.0,46.0,49.0
52.0,54.0,54.0,60.0,56.0,60.0,42.0,47.0
52.0,53.0,53.0,58.0,55.0,58.0,41.0,44.0
50.0,53.0,51.0,55.0,53.0,57.0,38.0,43.0
48.0,53.0,49.0,53.0,51.0,55.0,35.0,41.0
45.0,50.0,46.0,52.0,48.0,53.0,33.0,38.0
43.0,47.0,43.0,48.0,46.0,48.0,29.0,37.0
40.0,46.0,39.0,46.0,43.0,46.0,27.0,35.0
39.0,43.0,37.0,43.0,39.0,44.0,26.0,31.0
37.0,40.0,35.0,41.0,37.0,40.0,22.0,28.0
33.0,37.0,32.0,36.0,38.0,38.0,19.0,27.0
30.0,35.0,31.0,36.0,32.0,39.0,18.0,23.0
29.0,32.0,27.0,34.0,33.0,39.0,17.0,20.0
26.0,32.0,26.0,28.0,31.0,36.0,13.0,18.0
26.0,29.0,20.0,29.0,28.0,34.0,12.0,16.0
28.0,28.0,22.0,25.0,29.0,30.0,12.0,15.0
25.0,28.0,24.0,22.0,28.0,30.0,10.0,13.0
25.0,27.0,19.0,22.0,28.0,29.0,9.0,11.0
25.0,25.0,18.0,23.0,26.0,29.0,9.0,10.0
24.0,24.0,20.0,19.0,27.0,27.0,9.0,10.0
