Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,19.0,20.0,19.0,21.0,20.0,20.0,20.0
23.0,20.0,21.0,20.0,21.0,21.0,21.0,19.0
24.0,22.0,22.0,20.0,23.0,21.0,22.0,20.0
25.0,24.0,24.0,21.0,24.0,22.0,23.0,21.0
26.0,23.0,25.0,24.0,25.0,23.0,25.0,22.0
28.0,25.0,28.0,25.0,27.0,23.0,27.0,24.0
30.0,26.0,30.0,26.0,30.0,25.0,30.0,27.0
32.0,29.0,32.0,28.0,31.0,28.0,32.0,31.0
34.0,32.0,36.0,32.0,35.0,29.0,34.0,33.0
40.0,31.0,40.0,33.0,36.0,30.0,38.0,33.0
40.0,32.0,42.0,35.0,38.0,33.0,39.0,34.0
41.0,35.0,43.0,40.0,40.0,35.0,42.0,37.0
42.0,37.0,47.0,41.0,43.0,37.0,45.0,40.0
45.0,39.0,51.0,43.0,44.0,41.0,49.0,41.0
47.0,42.0,52.0,47.0,47.0,43.0,49.0,47.0
47.0,45.0,57.0,50.0,51.0,44.0,53.0,46.0
51.0,46.0,54.0,52.0,52.0,47.0,56.0,45.0
54.0,48.0,55.0,54.0,53.0,50.0,55.0,49.0
54.0,51.0,57.0,54.0,56.0,51.0,55.0,53.0
55.0,53.0,59.0,55.0,57.0,55.0,57.0,55.0
56.0,53.0,59.0,57.0,57.0,57.0,56.0,56.0
56.0,54.0,60.0,59.0,59.0,57.0,56.0,56.0
56.0,55.0,61.0,59.0,58.0,59.0,57.0,56.0
56.0,56.0,62.0,61.0,59.0,59.0,57.0,57.0
56.0,56.0,62.0,61.0,58.0,59.0,57.0,57.0
55.0,56.0,60.0,61.0,59.0,58.0,56.0,57.0
54.0,55.0,59.0,60.0,56.0,58.0,56.0,57.0
53.0,55.0,58.0,59.0,56.0,58.0,54.0,56.0
51.0,53.0,56.0,57.0,55.0,57.0,53.0,56.0
49.0,52.0,54.0,57.0,53.0,56.0,52.0,54.0
47.0,51.0,52.0,57.0,51.0,55.0,50.0,53.0
45.0,47.0,51.0,55.0,49.0,54.0,47.0,52.0
43.0,45.0,48.0,54.0,47.0,52.0,46.0,48.0
38.0,44.0,46.0,51.0,46.0,48.0,42.0,47.0
34.0,42.0,44.0,50.0,45.0,47.0,40.0,41.0
34.0,40.0,41.0,46.0,40.0,46.0,33.0,40.0
32.0,34.0,37.0,43.0,39.0,42.0,28.0,34.0
28.0,34.0,36.0,37.0,35.0,40.0,27.0,36.0
26.0,31.0,29.0,35.0,33.0,38.0,24.0,32.0
24.0,27.0,26.0,34.0,32.0,35.0,26.0,27.0
20.0,23.0,25.0,28.0,29.0,33.0,23.0,26.0
17.0,23.0,22.0,24.0,26.0,31.0,20.0,22.0
17.0,15.0,18.0,26.0,25.0,29.0,17.0,19.0
18.0,16.0,19.0,25.0,21.0,26.0,14.0,21.0
12.0,17.0,17.0,20.0,19.0,24.0,14.0,17.0
13.0,17.0,17.0,20.0,20.0,22.0,13.0,15.0
14.0,15.0,16.0,18.0,20.0,21.0,9.0,14.0
12.0,13.0,16.0,17.0,21.0,20.0,11.0,12.0
11.0,12.0,16.0,17.0,20.0,21.0,9.0,12.0
