Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
19.0,21.0,22.0,20.0,21.0,18.0,20.0,18.0
21.0,21.0,22.0,20.0,21.0,20.0,19.0,19.0
22.0,22.0,23.0,20.0,22.0,20.0,20.0,19.0
24.0,22.0,24.0,21.0,24.0,21.0,22.0,20.0
26.0,22.0,25.0,22.0,25.0,23.0,24.0,22.0
27.0,23.0,28.0,24.0,28.0,23.0,27.0,22.0
29.0,26.0,30.0,26.0,29.0,24.0,29.0,26.0
31.0,27.0,33.0,30.0,31.0,27.0,33.0,27.0
33.0,29.0,37.0,31.0,35.0,29.0,35.0,33.0
36.0,30.0,40.0,34.0,36.0,31.0,40.0,32.0
38.0,32.0,42.0,37.0,38.0,34.0,41.0,35.0
41.0,36.0,45.0,40.0,43.0,37.0,42.0,37.0
47.0,39.0,48.0,41.0,45.0,37.0,45.0,38.0
51.0,48.0,49.0,42.0,46.0,40.0,47.0,42.0
56.0,50.0,50.0,46.0,46.0,42.0,49.0,44.0
57.0,53.0,52.0,49.0,48.0,45.0,52.0,46.0
59.0,54.0,51.0,50.0,50.0,47.0,53.0,48.0
60.0,56.0,53.0,51.0,53.0,50.0,53.0,50.0
61.0,57.0,55.0,53.0,55.0,51.0,55.0,50.0
61.0,59.0,55.0,55.0,57.0,51.0,56.0,52.0
62.0,59.0,57.0,54.0,56.0,54.0,57.0,54.0
62.0,62.0,58.0,55.0,58.0,55.0,58.0,56.0
63.0,62.0,57.0,57.0,58.0,58.0,56.0,57.0
64.0,62.0,57.0,57.0,61.0,58.0,58.0,57.0
63.0,63.0,57.0,57.0,60.0,61.0,58.0,58.0
63.0,64.0,57.0,56.0,58.0,60.0,57.0,58.0
62.0,63.0,55.0,56.0,58.0,59.0,57.0,57.0
61.0,63.0,54.0,55.0,57.0,58.0,54.0,57.0
60.0,62.0,52.0,54.0,56.0,57.0,53.0,57.0
58.0,60.0,51.0,53.0,54.0,56.0,52.0,56.0
56.0,60.0,48.0,52.0,51.0,54.0,51.0,54.0
54.0,60.0,45.0,50.0,49.0,53.0,49.0,53.0
52.0,57.0,43.0,49.0,46.0,52.0,46.0,50.0
48.0,53.0,41.0,46.0,43.0,49.0,45.0,49.0
48.0,53.0,39.0,45.0,40.0,47.0,43.0,48.0
46.0,49.0,37.0,42.0,38.0,43.0,40.0,44.0
43.0,46.0,33.0,39.0,36.0,40.0,39.0,40.0
41.0,46.0,32.0,35.0,35.0,38.0,33.0,40.0
38.0,44.0,30.0,33.0,30.0,36.0,31.0,36.0
36.0,40.0,25.0,29.0,28.0,32.0,30.0,35.0
33.0,38.0,23.0,22.0,26.0,32.0,29.0,33.0
30.0,39.0,14.0,25.0,24.0,29.0,28.0,30.0
33.0,34.0,15.0,19.0,22.0,27.0,25.0,30.0
29.0,31.0,18.0,19.0,21.0,25.0,24.0,27.0
28.0,27.0,15.0,18.0,22.0,23.0,24.0,26.0
26.0,27.0,13.0,16.0,19.0,23.0,23.0,25.0
26.0,27.0,13.0,14.0,18.0,22.0,22.0,24.0
25.0,26.0,12.0,13.0,19.0,21.0,23.0,23.0
25.0,26.0,13.0,13.0,20.0,21.0,23.0,23.0
