Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
22.0,21.0,21.0,20.0,20.0,20.0,21.0,21.0
23.0,22.0,21.0,19.0,20.0,21.0,21.0,20.0
24.0,23.0,23.0,20.0,23.0,21.0,23.0,22.0
25.0,23.0,24.0,22.0,24.0,23.0,25.0,24.0
27.0,24.0,25.0,23.0,26.0,23.0,29.0,26.0
28.0,26.0,28.0,24.0,28.0,24.0,31.0,30.0
29.0,27.0,29.0,24.0,30.0,25.0,36.0,31.0
32.0,28.0,31.0,26.0,33.0,31.0,38.0,35.0
35.0,33.0,33.0,29.0,35.0,34.0,38.0,36.0
37.0,37.0,35.0,31.0,39.0,36.0,42.0,36.0
42.0,38.0,37.0,34.0,41.0,36.0,43.0,39.0
44.0,40.0,38.0,35.0,44.0,36.0,46.0,41.0
47.0,43.0,42.0,36.0,45.0,41.0,49.0,45.0
52.0,47.0,42.0,37.0,53.0,43.0,51.0,46.0
58.0,51.0,45.0,38.0,54.0,46.0,53.0,49.0
59.0,58.0,46.0,40.0,55.0,49.0,55.0,50.0
65.0,58.0,48.0,44.0,57.0,51.0,57.0,51.0
66.0,60.0,50.0,45.0,58.0,56.0,58.0,53.0
65.0,63.0,52.0,47.0,59.0,57.0,58.0,55.0
66.0,65.0,52.0,49.0,62.0,59.0,59.0,57.0
67.0,65.0,53.0,50.0,64.0,61.0,60.0,58.0
68.0,66.0,54.0,54.0,64.0,63.0,62.0,59.0
69.0,67.0,58.0,54.0,64.0,63.0,61.0,60.0
68.0,67.0,58.0,58.0,64.0,64.0,61.0,60.0
68.0,68.0,61.0,57.0,65.0,64.0,60.0,61.0
67.0,68.0,59.0,60.0,63.0,64.0,60.0,61.0
66.0,67.0,61.0,58.0,63.0,63.0,59.0,61.0
65.0,67.0,58.0,61.0,60.0,63.0,58.0,60.0
64.0,65.0,56.0,59.0,59.0,61.0,56.0,60.0
62.0,66.0,56.0,56.0,57.0,60.0,55.0,56.0
61.0,65.0,51.0,55.0,55.0,59.0,52.0,54.0
59.0,62.0,50.0,51.0,54.0,57.0,50.0,56.0
58.0,60.0,43.0,47.0,52.0,54.0,48.0,55.0
54.0,59.0,41.0,42.0,49.0,53.0,46.0,52.0
53.0,59.0,42.0,42.0,45.0,50.0,44.0,48.0
50.0,57.0,36.0,42.0,45.0,47.0,43.0,46.0
48.0,52.0,33.0,41.0,41.0,47.0,40.0,44.0
43.0,50.0,32.0,39.0,39.0,42.0,37.0,42.0
41.0,42.0,30.0,35.0,36.0,40.0,35.0,40.0
35.0,39.0,29.0,32.0,33.0,39.0,32.0,38.0
32.0,36.0,26.0,32.0,31.0,36.0,32.0,36.0
28.0,35.0,26.0,27.0,28.0,33.0,29.0,32.0
27.0,32.0,22.0,25.0,28.0,30.0,27.0,29.0
24.0,28.0,18.0,24.0,26.0,28.0,23.0,32.0
25.0,28.0,19.0,22.0,27.0,25.0,23.0,28.0
24.0,27.0,18.0,20.0,22.0,26.0,23.0,24.0
24.0,25.0,18.0,20.0,22.0,24.0,22.0,24.0
23.0,24.0,18.0,19.0,20.0,24.0,21.0,22.0
23.0,23.0,18.0,19.0,20.0,21.0,20.0,22.0
