Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
23.0,20.0,21.0,18.0,19.0,18.0,19.0,20.0
22.0,20.0,21.0,19.0,18.0,18.0,22.0,20.0
23.0,22.0,22.0,20.0,22.0,18.0,23.0,20.0
24.0,22.0,24.0,21.0,22.0,19.0,24.0,20.0
27.0,24.0,26.0,22.0,23.0,20.0,25.0,22.0
29.0,26.0,27.0,23.0,25.0,21.0,27.0,23.0
33.0,29.0,29.0,25.0,26.0,22.0,29.0,26.0
37.0,30.0,30.0,27.0,29.0,24.0,32.0,27.0
38.0,36.0,34.0,28.0,29.0,27.0,34.0,28.0
44.0,36.0,36.0,32.0,34.0,29.0,36.0,31.0
42.0,41.0,39.0,32.0,36.0,29.0,39.0,35.0
46.0,41.0,40.0,37.0,37.0,32.0,41.0,39.0
50.0,46.0,42.0,39.0,37.0,34.0,46.0,40.0
49.0,49.0,43.0,39.0,38.0,35.0,46.0,48.0
53.0,48.0,45.0,41.0,40.0,37.0,54.0,48.0
56.0,49.0,47.0,44.0,44.0,36.0,56.0,52.0
56.0,50.0,51.0,45.0,45.0,39.0,57.0,54.0
57.0,52.0,52.0,47.0,46.0,43.0,60.0,56.0
57.0,54.0,52.0,49.0,48.0,45.0,59.0,59.0
60.0,55.0,54.0,51.0,46.0,46.0,62.0,60.0
61.0,57.0,55.0,53.0,49.0,46.0,63.0,61.0
61.0,58.0,57.0,54.0,49.0,49.0,63.0,62.0
62.0,59.0,58.0,56.0,49.0,48.0,63.0,63.0
61.0,60.0,57.0,56.0,49.0,49.0,63.0,63.0
61.0,61.0,57.0,56.0,49.0,49.0,62.0,62.0
59.0,61.0,56.0,57.0,49.0,49.0,62.0,62.0
59.0,60.0,55.0,57.0,47.0,49.0,61.0,62.0
58.0,60.0,54.0,56.0,46.0,49.0,59.0,61.0
57.0,59.0,53.0,55.0,45.0,47.0,58.0,60.0
55.0,58.0,52.0,54.0,44.0,47.0,57.0,59.0
53.0,56.0,50.0,53.0,41.0,45.0,55.0,58.0
52.0,55.0,48.0,53.0,40.0,44.0,54.0,56.0
49.0,53.0,46.0,50.0,37.0,41.0,50.0,55.0
45.0,51.0,43.0,47.0,35.0,39.0,47.0,54.0
42.0,46.0,41.0,45.0,33.0,36.0,46.0,50.0
38.0,44.0,37.0,43.0,30.0,34.0,45.0,49.0
35.0,43.0,36.0,41.0,30.0,30.0,43.0,47.0
34.0,37.0,33.0,39.0,25.0,30.0,40.0,47.0
29.0,36.0,32.0,36.0,21.0,26.0,40.0,45.0
28.0,27.0,30.0,34.0,21.0,26.0,36.0,42.0
21.0,29.0,27.0,32.0,20.0,25.0,33.0,38.0
20.0,25.0,25.0,31.0,17.0,23.0,32.0,36.0
21.0,23.0,23.0,28.0,17.0,22.0,32.0,34.0
18.0,22.0,23.0,27.0,16.0,19.0,29.0,33.0
18.0,22.0,21.0,25.0,15.0,17.0,28.0,30.0
17.0,20.0,21.0,22.0,14.0,16.0,27.0,29.0
17.0,18.0,21.0,22.0,14.0,15.0,27.0,28.0
16.0,17.0,20.0,21.0,13.0,14.0,25.0,28.0
15.0,16.0,20.0,20.0,13.0,14.0,26.0,27.0
