Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,21.0,20.0,20.0,19.0,20.0,19.0,18.0
22.0,21.0,21.0,21.0,21.0,19.0,19.0,21.0
23.0,21.0,23.0,21.0,23.0,21.0,22.0,20.0
24.0,23.0,24.0,22.0,24.0,22.0,23.0,21.0
28.0,25.0,25.0,23.0,26.0,22.0,24.0,22.0
30.0,28.0,28.0,25.0,27.0,23.0,27.0,23.0
31.0,30.0,31.0,25.0,29.0,26.0,29.0,26.0
35.0,31.0,32.0,26.0,33.0,28.0,32.0,27.0
37.0,30.0,34.0,29.0,35.0,33.0,32.0,31.0
39.0,36.0,36.0,30.0,38.0,34.0,38.0,32.0
42.0,36.0,38.0,32.0,42.0,36.0,40.0,30.0
45.0,38.0,40.0,33.0,43.0,38.0,41.0,36.0
47.0,45.0,41.0,38.0,46.0,40.0,38.0,39.0
46.0,46.0,45.0,40.0,47.0,40.0,46.0,39.0
51.0,45.0,43.0,42.0,48.0,45.0,46.0,41.0
52.0,47.0,46.0,42.0,52.0,46.0,48.0,43.0
55.0,50.0,50.0,44.0,50.0,50.0,51.0,47.0
55.0,49.0,52.0,47.0,54.0,48.0,55.0,50.0
56.0,53.0,53.0,49.0,55.0,51.0,60.0,55.0
57.0,55.0,54.0,50.0,55.0,53.0,63.0,60.0
60.0,56.0,52.0,51.0,57.0,54.0,64.0,63.0
59.0,58.0,54.0,51.0,57.0,57.0,65.0,64.0
60.0,58.0,53.0,53.0,58.0,56.0,66.0,64.0
60.0,59.0,53.0,53.0,58.0,58.0,65.0,65.0
59.0,59.0,52.0,53.0,58.0,58.0,65.0,66.0
58.0,58.0,52.0,53.0,58.0,58.0,65.0,65.0
58.0,58.0,51.0,52.0,57.0,58.0,64.0,65.0
56.0,57.0,50.0,52.0,56.0,57.0,62.0,64.0
55.0,57.0,48.0,50.0,54.0,57.0,60.0,64.0
53.0,55.0,46.0,50.0,53.0,56.0,59.0,62.0
50.0,53.0,45.0,46.0,51.0,55.0,56.0,61.0
47.0,54.0,42.0,46.0,49.0,53.0,54.0,58.0
48.0,50.0,41.0,43.0,46.0,51.0,52.0,56.0
42.0,50.0,38.0,41.0,41.0,48.0,50.0,53.0
40.0,46.0,35.0,40.0,39.0,45.0,48.0,53.0
40.0,43.0,33.0,38.0,35.0,40.0,45.0,49.0
35.0,42.0,31.0,34.0,33.0,37.0,43.0,48.0
33.0,37.0,29.0,32.0,31.0,34.0,41.0,44.0
32.0,35.0,25.0,31.0,24.0,32.0,38.0,44.0
29.0,34.0,24.0,28.0,23.0,27.0,37.0,39.0
29.0,30.0,21.0,26.0,18.0,26.0,33.0,38.0
26.0,30.0,21.0,23.0,17.0,23.0,32.0,36.0
25.0,28.0,18.0,21.0,15.0,18.0,30.0,36.0
21.0,27.0,16.0,18.0,12.0,17.0,29.0,35.0
22.0,24.0,15.0,18.0,13.0,13.0,29.0,32.0
22.0,22.0,12.0,16.0,12.0,14.0,28.0,30.0
21.0,22.0,14.0,13.0,11.0,13.0,27.0,29.0
20.0,22.0,13.0,14.0,11.0,13.0,27.0,28.0
21.0,21.0,13.0,12.0,11.0,12.0,26.0,28.0
