Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,20.0,19.0,22.0,19.0,21.0,20.0,20.0
22.0,20.0,23.0,20.0,21.0,21.0,22.0,19.0
23.0,22.0,22.0,19.0,23.0,20.0,22.0,20.0
25.0,22.0,23.0,20.0,23.0,21.0,23.0,22.0
26.0,24.0,25.0,21.0,25.0,22.0,26.0,24.0
28.0,23.0,26.0,23.0,28.0,23.0,28.0,23.0
30.0,25.0,28.0,25.0,29.0,25.0,30.0,24.0
31.0,27.0,32.0,27.0,30.0,29.0,31.0,26.0
33.0,29.0,33.0,29.0,34.0,29.0,32.0,29.0
36.0,30.0,36.0,31.0,36.0,30.0,37.0,31.0
38.0,34.0,38.0,34.0,38.0,34.0,40.0,33.0
42.0,36.0,41.0,34.0,41.0,37.0,42.0,38.0
45.0,40.0,42.0,37.0,42.0,40.0,44.0,39.0
47.0,43.0,43.0,41.0,46.0,40.0,47.0,41.0
50.0,45.0,49.0,42.0,48.0,42.0,49.0,44.0
54.0,47.0,50.0,41.0,48.0,42.0,51.0,49.0
55.0,49.0,49.0,46.0,49.0,46.0,57.0,50.0
55.0,53.0,52.0,48.0,51.0,48.0,59.0,59.0
58.0,53.0,53.0,50.0,54.0,50.0,57.0,58.0
58.0,55.0,55.0,52.0,54.0,52.0,58.0,60.0
60.0,56.0,56.0,53.0,57.0,56.0,61.0,60.0
60.0,58.0,57.0,54.0,59.0,55.0,64.0,59.0
61.0,58.0,57.0,56.0,59.0,57.0,62.0,59.0
61.0,60.0,57.0,56.0,57.0,59.0,61.0,61.0
60.0,61.0,57.0,57.0,58.0,58.0,62.0,61.0
60.0,60.0,55.0,57.0,57.0,58.0,60.0,61.0
59.0,59.0,55.0,55.0,56.0,57.0,59.0,61.0
57.0,58.0,51.0,55.0,56.0,57.0,58.0,62.0
54.0,57.0,51.0,50.0,54.0,57.0,58.0,60.0
54.0,59.0,47.0,50.0,53.0,56.0,55.0,59.0
53.0,56.0,47.0,50.0,52.0,53.0,54.0,57.0
49.0,54.0,44.0,48.0,49.0,52.0,50.0,55.0
48.0,53.0,41.0,48.0,48.0,50.0,48.0,49.0
46.0,50.0,40.0,43.0,44.0,48.0,43.0,48.0
41.0,47.0,37.0,43.0,42.0,48.0,40.0,47.0
40.0,43.0,35.0,41.0,41.0,45.0,40.0,42.0
32.0,41.0,33.0,38.0,38.0,43.0,33.0,42.0
34.0,36.0,30.0,35.0,36.0,42.0,32.0,38.0
32.0,35.0,26.0,34.0,32.0,39.0,28.0,36.0
29.0,33.0,24.0,27.0,32.0,34.0,27.0,31.0
28.0,31.0,23.0,23.0,28.0,32.0,28.0,29.0
25.0,28.0,20.0,23.0,26.0,26.0,26.0,29.0
23.0,29.0,17.0,21.0,21.0,28.0,22.0,27.0
24.0,25.0,18.0,18.0,19.0,21.0,20.0,28.0
21.0,25.0,16.0,17.0,19.0,21.0,21.0,24.0
20.0,24.0,14.0,17.0,17.0,20.0,20.0,23.0
21.0,22.0,13.0,14.0,15.0,19.0,19.0,21.0
19.0,22.0,13.0,14.0,16.0,18.0,20.0,20.0
20.0,21.0,13.0,13.0,16.0,17.0,19.0,20.0
