Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,19.0,21.0,20.0,21.0,22.0,22.0,18.0
21.0,20.0,21.0,22.0,23.0,21.0,23.0,19.0
22.0,21.0,24.0,21.0,22.0,21.0,22.0,21.0
23.0,21.0,24.0,19.0,24.0,21.0,23.0,23.0
25.0,22.0,25.0,21.0,26.0,23.0,27.0,22.0
28.0,24.0,26.0,23.0,27.0,24.0,28.0,26.0
29.0,25.0,28.0,24.0,29.0,24.0,34.0,28.0
31.0,28.0,31.0,26.0,31.0,25.0,36.0,32.0
33.0,29.0,32.0,31.0,33.0,26.0,40.0,34.0
37.0,32.0,37.0,33.0,34.0,28.0,43.0,38.0
39.0,37.0,39.0,33.0,37.0,32.0,47.0,43.0
40.0,39.0,40.0,37.0,43.0,35.0,50.0,49.0
43.0,40.0,45.0,37.0,43.0,40.0,50.0,47.0
47.0,39.0,47.0,39.0,47.0,42.0,53.0,48.0
48.0,47.0,48.0,43.0,48.0,44.0,55.0,52.0
57.0,46.0,49.0,44.0,50.0,43.0,60.0,53.0
56.0,56.0,48.0,47.0,51.0,47.0,60.0,57.0
64.0,60.0,51.0,47.0,55.0,49.0,65.0,58.0
66.0,65.0,52.0,50.0,56.0,49.0,66.0,59.0
68.0,70.0,53.0,51.0,56.0,53.0,66.0,64.0
75.0,70.0,54.0,52.0,58.0,55.0,70.0,64.0
73.0,73.0,55.0,53.0,61.0,58.0,68.0,69.0
75.0,72.0,54.0,54.0,60.0,61.0,72.0,67.0
74.0,73.0,55.0,53.0,62.0,59.0,72.0,69.0
74.0,73.0,54.0,53.0,60.0,61.0,70.0,70.0
73.0,74.0,53.0,54.0,60.0,60.0,69.0,70.0
72.0,74.0,52.0,54.0,58.0,60.0,69.0,69.0
71.0,72.0,51.0,53.0,57.0,59.0,66.0,69.0
70.0,71.0,49.0,52.0,56.0,58.0,65.0,67.0
67.0,70.0,48.0,52.0,54.0,57.0,63.0,66.0
65.0,67.0,46.0,51.0,52.0,56.0,62.0,67.0
63.0,68.0,45.0,48.0,50.0,53.0,61.0,64.0
62.0,64.0,43.0,47.0,50.0,51.0,58.0,63.0
58.0,63.0,40.0,43.0,47.0,50.0,54.0,59.0
55.0,58.0,35.0,41.0,42.0,49.0,50.0,56.0
49.0,56.0,34.0,36.0,41.0,50.0,51.0,52.0
47.0,52.0,35.0,37.0,40.0,45.0,49.0,51.0
44.0,48.0,32.0,36.0,38.0,43.0,45.0,51.0
43.0,49.0,29.0,33.0,35.0,40.0,43.0,47.0
42.0,45.0,27.0,30.0,32.0,37.0,39.0,45.0
38.0,43.0,24.0,28.0,27.0,34.0,36.0,42.0
36.0,41.0,22.0,27.0,24.0,31.0,35.0,38.0
35.0,38.0,20.0,25.0,21.0,29.0,32.0,36.0
33.0,36.0,19.0,23.0,24.0,27.0,30.0,35.0
33.0,36.0,17.0,20.0,22.0,25.0,30.0,34.0
33.0,35.0,16.0,19.0,22.0,23.0,29.0,31.0
33.0,33.0,15.0,18.0,21.0,22.0,28.0,31.0
30.0,33.0,15.0,16.0,20.0,22.0,28.0,30.0
31.0,32.0,15.0,14.0,20.0,21.0,27.0,29.0
