Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,21.0,22.0,20.0,20.0,21.0,19.0,22.0
23.0,21.0,23.0,21.0,21.0,20.0,24.0,21.0
24.0,23.0,24.0,22.0,21.0,20.0,25.0,23.0
25.0,23.0,25.0,22.0,23.0,21.0,27.0,23.0
27.0,24.0,26.0,23.0,25.0,21.0,28.0,25.0
30.0,26.0,28.0,24.0,27.0,22.0,32.0,27.0
33.0,30.0,31.0,25.0,28.0,25.0,33.0,32.0
36.0,30.0,34.0,27.0,31.0,24.0,38.0,32.0
41.0,32.0,35.0,32.0,31.0,25.0,41.0,37.0
42.0,35.0,40.0,34.0,34.0,27.0,45.0,37.0
44.0,40.0,42.0,35.0,35.0,30.0,46.0,38.0
50.0,44.0,43.0,37.0,38.0,33.0,47.0,42.0
52.0,52.0,45.0,38.0,40.0,35.0,49.0,44.0
61.0,52.0,47.0,42.0,40.0,38.0,51.0,45.0
64.0,61.0,49.0,44.0,44.0,40.0,54.0,49.0
66.0,65.0,50.0,46.0,47.0,39.0,54.0,52.0
75.0,67.0,52.0,49.0,47.0,42.0,56.0,52.0
74.0,70.0,54.0,49.0,49.0,42.0,57.0,54.0
76.0,73.0,55.0,51.0,50.0,45.0,58.0,55.0
74.0,74.0,56.0,53.0,50.0,47.0,59.0,57.0
77.0,75.0,57.0,54.0,52.0,49.0,59.0,58.0
77.0,75.0,59.0,56.0,54.0,51.0,60.0,59.0
78.0,76.0,59.0,58.0,54.0,53.0,61.0,59.0
78.0,77.0,62.0,58.0,55.0,53.0,61.0,60.0
77.0,78.0,60.0,61.0,55.0,55.0,61.0,60.0
76.0,78.0,61.0,59.0,54.0,56.0,60.0,60.0
76.0,77.0,58.0,60.0,55.0,55.0,59.0,61.0
75.0,77.0,57.0,59.0,53.0,55.0,58.0,60.0
74.0,76.0,56.0,58.0,52.0,54.0,57.0,59.0
72.0,75.0,54.0,58.0,50.0,52.0,55.0,58.0
69.0,74.0,52.0,56.0,48.0,51.0,54.0,57.0
68.0,71.0,50.0,54.0,45.0,49.0,51.0,56.0
66.0,71.0,48.0,52.0,43.0,46.0,49.0,53.0
64.0,67.0,46.0,50.0,37.0,43.0,47.0,50.0
58.0,65.0,44.0,47.0,38.0,40.0,47.0,48.0
56.0,58.0,42.0,44.0,35.0,39.0,44.0,47.0
55.0,54.0,41.0,42.0,32.0,35.0,41.0,49.0
50.0,55.0,38.0,41.0,28.0,33.0,40.0,47.0
47.0,50.0,34.0,37.0,26.0,30.0,39.0,43.0
44.0,50.0,31.0,35.0,25.0,27.0,35.0,42.0
42.0,48.0,28.0,34.0,21.0,27.0,35.0,39.0
41.0,46.0,27.0,32.0,21.0,22.0,34.0,35.0
39.0,43.0,27.0,30.0,22.0,21.0,30.0,34.0
37.0,41.0,25.0,29.0,19.0,21.0,29.0,30.0
36.0,38.0,24.0,27.0,17.0,20.0,27.0,30.0
38.0,37.0,22.0,25.0,17.0,18.0,25.0,26.0
36.0,37.0,22.0,25.0,15.0,17.0,20.0,25.0
35.0,35.0,21.0,23.0,14.0,16.0,22.0,27.0
36.0,35.0,21.0,22.0,14.0,14.0,24.0,25.0
