Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
19.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0
21.0,18.0,20.0,20.0,22.0,19.0,20.0,19.0
21.0,20.0,22.0,19.0,22.0,21.0,21.0,20.0
23.0,20.0,23.0,21.0,24.0,23.0,23.0,21.0
25.0,21.0,25.0,23.0,25.0,23.0,25.0,21.0
27.0,23.0,28.0,24.0,27.0,24.0,27.0,23.0
29.0,24.0,29.0,24.0,29.0,25.0,29.0,25.0
30.0,26.0,31.0,26.0,32.0,27.0,32.0,29.0
33.0,27.0,34.0,26.0,32.0,29.0,30.0,30.0
34.0,31.0,34.0,30.0,35.0,31.0,35.0,30.0
39.0,30.0,37.0,32.0,39.0,32.0,37.0,32.0
38.0,34.0,39.0,34.0,39.0,36.0,39.0,37.0
43.0,34.0,41.0,37.0,43.0,39.0,45.0,37.0
43.0,38.0,46.0,39.0,43.0,40.0,46.0,42.0
44.0,41.0,47.0,44.0,45.0,43.0,48.0,42.0
45.0,42.0,51.0,46.0,49.0,44.0,49.0,43.0
47.0,45.0,54.0,49.0,51.0,47.0,50.0,46.0
51.0,46.0,53.0,51.0,53.0,52.0,51.0,48.0
51.0,45.0,56.0,53.0,57.0,53.0,54.0,50.0
51.0,49.0,57.0,56.0,58.0,55.0,55.0,51.0
52.0,51.0,63.0,57.0,60.0,57.0,56.0,54.0
51.0,51.0,61.0,61.0,60.0,59.0,57.0,53.0
52.0,51.0,63.0,61.0,60.0,60.0,57.0,55.0
52.0,51.0,61.0,61.0,60.0,60.0,57.0,56.0
52.0,52.0,61.0,61.0,60.0,60.0,57.0,56.0
51.0,52.0,61.0,62.0,60.0,60.0,56.0,57.0
50.0,51.0,60.0,60.0,59.0,60.0,55.0,57.0
48.0,50.0,58.0,61.0,57.0,60.0,54.0,55.0
47.0,49.0,57.0,59.0,56.0,58.0,53.0,55.0
44.0,47.0,56.0,59.0,54.0,57.0,52.0,54.0
42.0,46.0,54.0,58.0,52.0,57.0,50.0,53.0
41.0,44.0,52.0,56.0,51.0,55.0,48.0,51.0
39.0,44.0,51.0,55.0,49.0,53.0,46.0,50.0
37.0,42.0,50.0,52.0,47.0,52.0,44.0,49.0
34.0,39.0,47.0,50.0,45.0,48.0,42.0,46.0
33.0,37.0,43.0,47.0,41.0,45.0,39.0,44.0
33.0,36.0,38.0,48.0,41.0,41.0,38.0,41.0
29.0,34.0,37.0,42.0,38.0,40.0,36.0,39.0
27.0,31.0,35.0,42.0,35.0,40.0,33.0,39.0
23.0,30.0,34.0,39.0,32.0,38.0,31.0,37.0
23.0,27.0,29.0,37.0,31.0,36.0,29.0,33.0
19.0,23.0,31.0,34.0,29.0,33.0,24.0,32.0
15.0,19.0,29.0,31.0,25.0,31.0,24.0,29.0
17.0,15.0,27.0,30.0,25.0,29.0,22.0,27.0
11.0,17.0,27.0,29.0,24.0,26.0,24.0,25.0
11.0,12.0,25.0,28.0,24.0,26.0,23.0,24.0
9.0,11.0,25.0,26.0,23.0,25.0,21.0,24.0
9.0,8.0,23.0,26.0,23.0,23.0,22.0,23.0
9.0,9.0,24.0,24.0,23.0,23.0,23.0,22.0
