Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
22.0,20.0,22.0,20.0,22.0,20.0,21.0,19.0
22.0,21.0,22.0,20.0,22.0,20.0,21.0,21.0
24.0,21.0,22.0,20.0,23.0,21.0,22.0,21.0
25.0,21.0,24.0,22.0,24.0,21.0,23.0,21.0
26.0,23.0,26.0,21.0,26.0,23.0,26.0,22.0
28.0,25.0,27.0,24.0,28.0,23.0,28.0,25.0
30.0,27.0,32.0,25.0,29.0,25.0,32.0,26.0
32.0,28.0,33.0,29.0,32.0,27.0,32.0,29.0
35.0,29.0,37.0,31.0,34.0,29.0,34.0,30.0
35.0,33.0,43.0,36.0,37.0,32.0,36.0,31.0
42.0,35.0,47.0,43.0,38.0,34.0,39.0,33.0
44.0,38.0,45.0,47.0,41.0,36.0,42.0,37.0
47.0,40.0,55.0,44.0,44.0,38.0,46.0,42.0
49.0,46.0,52.0,46.0,45.0,40.0,48.0,45.0
49.0,47.0,53.0,53.0,47.0,43.0,51.0,46.0
53.0,49.0,54.0,52.0,49.0,49.0,52.0,48.0
55.0,52.0,56.0,54.0,55.0,50.0,53.0,50.0
57.0,55.0,58.0,57.0,56.0,53.0,56.0,51.0
60.0,59.0,62.0,58.0,58.0,53.0,57.0,52.0
64.0,60.0,64.0,61.0,57.0,56.0,58.0,54.0
64.0,60.0,66.0,59.0,60.0,55.0,58.0,57.0
63.0,62.0,65.0,63.0,60.0,62.0,59.0,58.0
65.0,62.0,66.0,65.0,62.0,60.0,59.0,59.0
64.0,65.0,67.0,65.0,59.0,61.0,60.0,59.0
66.0,65.0,66.0,65.0,62.0,61.0,59.0,60.0
65.0,65.0,65.0,66.0,60.0,62.0,58.0,59.0
64.0,65.0,64.0,65.0,60.0,62.0,57.0,58.0
63.0,65.0,63.0,66.0,59.0,60.0,56.0,59.0
62.0,63.0,62.0,64.0,57.0,60.0,55.0,57.0
60.0,62.0,60.0,64.0,55.0,59.0,52.0,55.0
58.0,62.0,58.0,62.0,54.0,56.0,51.0,52.0
56.0,61.0,55.0,59.0,53.0,55.0,48.0,51.0
54.0,57.0,53.0,60.0,51.0,54.0,47.0,46.0
54.0,55.0,52.0,54.0,48.0,54.0,41.0,45.0
51.0,55.0,52.0,52.0,46.0,51.0,40.0,40.0
48.0,54.0,45.0,52.0,43.0,47.0,32.0,41.0
46.0,50.0,44.0,52.0,40.0,44.0,30.0,39.0
44.0,49.0,42.0,50.0,36.0,39.0,29.0,33.0
41.0,49.0,40.0,47.0,31.0,37.0,26.0,30.0
40.0,47.0,39.0,44.0,31.0,36.0,24.0,27.0
39.0,44.0,36.0,43.0,28.0,34.0,23.0,25.0
38.0,42.0,37.0,41.0,26.0,32.0,19.0,25.0
34.0,40.0,34.0,40.0,25.0,28.0,18.0,24.0
34.0,35.0,34.0,36.0,25.0,26.0,17.0,21.0
32.0,33.0,29.0,34.0,24.0,25.0,14.0,20.0
32.0,31.0,30.0,34.0,22.0,24.0,14.0,16.0
31.0,32.0,30.0,31.0,22.0,23.0,13.0,14.0
31.0,31.0,29.0,32.0,22.0,24.0,12.0,14.0
30.0,32.0,30.0,29.0,22.0,22.0,12.0,13.0
