Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,20.0,21.0,19.0,20.0,20.0,19.0,19.0
21.0,20.0,20.0,20.0,22.0,20.0,20.0,18.0
22.0,21.0,23.0,20.0,23.0,21.0,21.0,20.0
24.0,21.0,24.0,21.0,24.0,21.0,23.0,21.0
26.0,22.0,25.0,21.0,26.0,22.0,25.0,22.0
27.0,22.0,27.0,23.0,28.0,25.0,27.0,25.0
29.0,24.0,29.0,25.0,29.0,26.0,31.0,26.0
29.0,27.0,28.0,27.0,32.0,27.0,33.0,29.0
33.0,28.0,33.0,28.0,35.0,27.0,36.0,32.0
35.0,34.0,35.0,30.0,36.0,33.0,38.0,34.0
38.0,35.0,37.0,33.0,43.0,33.0,41.0,39.0
43.0,36.0,39.0,35.0,43.0,41.0,45.0,40.0
44.0,42.0,43.0,37.0,44.0,42.0,49.0,40.0
43.0,44.0,44.0,43.0,48.0,43.0,49.0,44.0
50.0,45.0,46.0,43.0,50.0,44.0,52.0,47.0
53.0,44.0,49.0,43.0,52.0,45.0,51.0,48.0
54.0,48.0,51.0,45.0,52.0,49.0,55.0,50.0
52.0,53.0,54.0,49.0,56.0,50.0,56.0,52.0
59.0,53.0,54.0,54.0,58.0,54.0,59.0,54.0
59.0,52.0,58.0,54.0,58.0,56.0,60.0,57.0
57.0,56.0,58.0,54.0,58.0,57.0,63.0,58.0
58.0,55.0,58.0,55.0,59.0,58.0,61.0,61.0
60.0,57.0,57.0,58.0,60.0,58.0,63.0,62.0
60.0,59.0,60.0,57.0,60.0,59.0,62.0,62.0
60.0,59.0,58.0,60.0,59.0,60.0,62.0,62.0
59.0,59.0,58.0,56.0,59.0,60.0,61.0,62.0
58.0,59.0,57.0,57.0,58.0,59.0,61.0,62.0
57.0,59.0,57.0,57.0,57.0,58.0,60.0,61.0
55.0,57.0,55.0,57.0,56.0,58.0,58.0,60.0
54.0,56.0,53.0,56.0,54.0,57.0,57.0,60.0
51.0,57.0,51.0,54.0,52.0,55.0,55.0,58.0
49.0,56.0,49.0,53.0,50.0,55.0,53.0,57.0
49.0,52.0,47.0,51.0,48.0,51.0,50.0,56.0
46.0,50.0,44.0,49.0,48.0,51.0,47.0,54.0
41.0,49.0,41.0,47.0,44.0,50.0,47.0,50.0
40.0,44.0,39.0,43.0,43.0,47.0,48.0,47.0
36.0,42.0,36.0,41.0,39.0,45.0,43.0,48.0
35.0,41.0,33.0,40.0,36.0,41.0,40.0,48.0
32.0,38.0,32.0,39.0,33.0,38.0,39.0,47.0
32.0,33.0,30.0,37.0,31.0,36.0,38.0,44.0
27.0,33.0,28.0,34.0,29.0,34.0,35.0,41.0
25.0,35.0,27.0,32.0,26.0,31.0,34.0,37.0
27.0,31.0,25.0,30.0,22.0,25.0,32.0,34.0
27.0,32.0,25.0,27.0,16.0,23.0,30.0,33.0
27.0,30.0,22.0,26.0,18.0,19.0,31.0,30.0
27.0,28.0,21.0,26.0,18.0,18.0,26.0,31.0
27.0,28.0,22.0,23.0,17.0,18.0,27.0,25.0
27.0,28.0,21.0,23.0,15.0,17.0,23.0,25.0
27.0,27.0,21.0,21.0,15.0,17.0,24.0,25.0
