Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
22.0,21.0,20.0,18.0,19.0,21.0,20.0,21.0
23.0,21.0,21.0,19.0,21.0,19.0,21.0,21.0
24.0,23.0,22.0,21.0,23.0,21.0,23.0,20.0
28.0,23.0,22.0,21.0,22.0,23.0,24.0,20.0
28.0,25.0,24.0,21.0,26.0,22.0,25.0,23.0
29.0,26.0,26.0,23.0,28.0,24.0,28.0,23.0
31.0,27.0,28.0,24.0,31.0,24.0,29.0,25.0
33.0,30.0,29.0,26.0,32.0,26.0,32.0,26.0
39.0,32.0,31.0,28.0,34.0,29.0,33.0,30.0
41.0,37.0,34.0,30.0,34.0,32.0,36.0,31.0
43.0,37.0,36.0,32.0,37.0,32.0,39.0,34.0
45.0,41.0,37.0,33.0,39.0,35.0,40.0,35.0
45.0,42.0,41.0,36.0,45.0,37.0,41.0,37.0
49.0,44.0,43.0,34.0,46.0,43.0,43.0,40.0
50.0,47.0,43.0,36.0,51.0,45.0,47.0,41.0
52.0,47.0,46.0,40.0,52.0,47.0,50.0,43.0
53.0,49.0,48.0,42.0,52.0,51.0,50.0,47.0
54.0,51.0,49.0,44.0,56.0,51.0,51.0,48.0
57.0,53.0,51.0,46.0,58.0,54.0,52.0,50.0
57.0,54.0,52.0,49.0,58.0,55.0,53.0,51.0
58.0,56.0,54.0,51.0,60.0,56.0,55.0,52.0
58.0,57.0,54.0,53.0,59.0,58.0,55.0,54.0
59.0,57.0,54.0,53.0,60.0,57.0,54.0,55.0
59.0,59.0,54.0,54.0,59.0,59.0,55.0,55.0
60.0,59.0,53.0,54.0,59.0,60.0,56.0,54.0
58.0,60.0,53.0,54.0,59.0,60.0,54.0,54.0
57.0,60.0,52.0,54.0,58.0,60.0,53.0,55.0
57.0,59.0,51.0,52.0,57.0,58.0,52.0,53.0
56.0,58.0,49.0,51.0,55.0,58.0,50.0,53.0
54.0,57.0,47.0,52.0,54.0,56.0,48.0,53.0
52.0,54.0,46.0,51.0,50.0,54.0,47.0,50.0
49.0,53.0,44.0,48.0,49.0,53.0,43.0,48.0
47.0,49.0,43.0,45.0,46.0,51.0,41.0,44.0
43.0,48.0,43.0,44.0,43.0,50.0,38.0,44.0
40.0,46.0,39.0,43.0,41.0,47.0,37.0,41.0
37.0,44.0,36.0,41.0,40.0,44.0,35.0,39.0
36.0,41.0,34.0,39.0,37.0,42.0,32.0,37.0
33.0,39.0,32.0,37.0,34.0,41.0,31.0,35.0
33.0,38.0,30.0,35.0,33.0,38.0,29.0,33.0
31.0,36.0,27.0,33.0,32.0,35.0,25.0,32.0
28.0,35.0,25.0,31.0,28.0,33.0,25.0,27.0
28.0,32.0,24.0,26.0,26.0,29.0,24.0,26.0
25.0,28.0,25.0,25.0,25.0,26.0,18.0,25.0
23.0,28.0,21.0,25.0,21.0,25.0,18.0,21.0
23.0,26.0,19.0,22.0,22.0,25.0,16.0,21.0
23.0,24.0,15.0,20.0,20.0,23.0,16.0,17.0
20.0,23.0,16.0,17.0,19.0,22.0,16.0,17.0
20.0,21.0,12.0,16.0,19.0,21.0,15.0,17.0
19.0,20.0,13.0,17.0,20.0,20.0,16.0,15.0
