Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
22.0,20.0,19.0,21.0,20.0,24.0,21.0,19.0
23.0,20.0,22.0,20.0,24.0,22.0,21.0,20.0
23.0,22.0,23.0,19.0,25.0,22.0,22.0,21.0
26.0,22.0,23.0,21.0,25.0,22.0,23.0,21.0
27.0,23.0,26.0,22.0,27.0,24.0,26.0,23.0
28.0,23.0,28.0,28.0,29.0,25.0,28.0,24.0
30.0,26.0,27.0,28.0,31.0,28.0,30.0,28.0
33.0,28.0,31.0,27.0,34.0,30.0,34.0,30.0
36.0,32.0,34.0,28.0,37.0,33.0,37.0,31.0
42.0,35.0,36.0,33.0,41.0,36.0,38.0,36.0
41.0,36.0,38.0,34.0,44.0,38.0,43.0,38.0
45.0,35.0,41.0,36.0,47.0,41.0,46.0,39.0
44.0,41.0,43.0,38.0,48.0,44.0,50.0,39.0
48.0,43.0,45.0,40.0,51.0,48.0,49.0,45.0
48.0,45.0,49.0,41.0,54.0,50.0,57.0,48.0
50.0,47.0,50.0,46.0,55.0,53.0,56.0,58.0
53.0,48.0,51.0,47.0,56.0,56.0,56.0,59.0
55.0,52.0,51.0,49.0,60.0,57.0,58.0,59.0
56.0,54.0,53.0,49.0,63.0,59.0,63.0,59.0
59.0,55.0,54.0,50.0,63.0,60.0,63.0,62.0
58.0,59.0,54.0,52.0,63.0,61.0,62.0,66.0
65.0,59.0,56.0,53.0,63.0,63.0,67.0,64.0
64.0,60.0,56.0,56.0,63.0,62.0,70.0,64.0
63.0,59.0,57.0,55.0,63.0,63.0,67.0,68.0
61.0,62.0,56.0,56.0,63.0,63.0,72.0,70.0
60.0,63.0,55.0,56.0,63.0,63.0,71.0,71.0
63.0,62.0,54.0,55.0,62.0,63.0,68.0,69.0
61.0,61.0,53.0,54.0,60.0,62.0,67.0,68.0
59.0,61.0,52.0,54.0,59.0,61.0,63.0,67.0
57.0,59.0,50.0,54.0,56.0,60.0,63.0,63.0
54.0,58.0,48.0,51.0,55.0,57.0,59.0,63.0
52.0,57.0,46.0,50.0,53.0,56.0,56.0,61.0
50.0,56.0,43.0,47.0,51.0,56.0,53.0,60.0
48.0,53.0,41.0,47.0,49.0,54.0,51.0,54.0
47.0,50.0,40.0,46.0,47.0,52.0,48.0,53.0
43.0,48.0,38.0,42.0,43.0,46.0,46.0,51.0
40.0,47.0,36.0,40.0,39.0,47.0,44.0,48.0
39.0,44.0,33.0,38.0,38.0,42.0,40.0,45.0
37.0,41.0,31.0,37.0,37.0,40.0,39.0,41.0
33.0,40.0,30.0,33.0,34.0,38.0,33.0,39.0
32.0,37.0,25.0,31.0,31.0,36.0,32.0,36.0
30.0,34.0,24.0,28.0,29.0,33.0,31.0,35.0
29.0,32.0,19.0,25.0,28.0,31.0,30.0,32.0
28.0,31.0,19.0,25.0,28.0,29.0,27.0,31.0
27.0,30.0,19.0,23.0,27.0,29.0,26.0,30.0
27.0,29.0,18.0,21.0,25.0,27.0,25.0,28.0
27.0,28.0,17.0,20.0,24.0,28.0,27.0,26.0
25.0,27.0,17.0,18.0,25.0,26.0,25.0,27.0
25.0,25.0,16.0,18.0,25.0,26.0,26.0,25.0
