Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
20.0,18.0,21.0,20.0,18.0,20.0,20.0,21.0
21.0,19.0,23.0,21.0,20.0,20.0,21.0,20.0
23.0,21.0,24.0,22.0,22.0,19.0,23.0,21.0
24.0,22.0,26.0,23.0,22.0,22.0,25.0,21.0
25.0,23.0,29.0,23.0,27.0,22.0,25.0,22.0
27.0,25.0,30.0,28.0,28.0,26.0,27.0,24.0
29.0,27.0,33.0,30.0,32.0,27.0,28.0,28.0
32.0,27.0,36.0,31.0,32.0,30.0,34.0,27.0
35.0,30.0,39.0,33.0,37.0,31.0,34.0,32.0
35.0,34.0,39.0,37.0,39.0,33.0,36.0,34.0
37.0,35.0,44.0,39.0,41.0,36.0,44.0,36.0
39.0,37.0,48.0,39.0,48.0,39.0,43.0,39.0
42.0,39.0,48.0,42.0,50.0,47.0,46.0,44.0
45.0,39.0,51.0,43.0,54.0,49.0,48.0,45.0
47.0,43.0,52.0,46.0,56.0,56.0,51.0,49.0
47.0,46.0,53.0,49.0,65.0,55.0,55.0,49.0
51.0,48.0,54.0,51.0,66.0,62.0,56.0,52.0
56.0,49.0,59.0,52.0,68.0,66.0,59.0,53.0
56.0,50.0,59.0,60.0,70.0,69.0,61.0,56.0
55.0,54.0,64.0,61.0,76.0,73.0,60.0,58.0
56.0,54.0,66.0,61.0,77.0,75.0,59.0,59.0
57.0,56.0,67.0,61.0,77.0,74.0,61.0,58.0
59.0,56.0,66.0,63.0,77.0,77.0,60.0,60.0
59.0,58.0,64.0,66.0,79.0,76.0,60.0,60.0
60.0,59.0,65.0,65.0,77.0,78.0,61.0,60.0
59.0,59.0,66.0,65.0,79.0,77.0,60.0,60.0
57.0,58.0,65.0,66.0,77.0,76.0,59.0,61.0
56.0,58.0,63.0,65.0,76.0,76.0,58.0,60.0
55.0,57.0,62.0,64.0,74.0,77.0,57.0,60.0
53.0,56.0,60.0,63.0,73.0,77.0,55.0,59.0
52.0,55.0,58.0,61.0,71.0,74.0,54.0,57.0
49.0,53.0,55.0,59.0,69.0,72.0,52.0,55.0
48.0,52.0,52.0,58.0,65.0,71.0,49.0,53.0
46.0,50.0,51.0,55.0,63.0,68.0,45.0,51.0
43.0,49.0,48.0,54.0,64.0,69.0,44.0,53.0
41.0,46.0,46.0,51.0,62.0,67.0,44.0,48.0
38.0,43.0,43.0,46.0,59.0,64.0,44.0,46.0
36.0,42.0,40.0,44.0,55.0,62.0,42.0,45.0
34.0,39.0,38.0,43.0,56.0,58.0,38.0,44.0
30.0,38.0,35.0,39.0,52.0,56.0,36.0,42.0
28.0,35.0,32.0,37.0,52.0,57.0,34.0,41.0
28.0,31.0,29.0,34.0,51.0,55.0,34.0,37.0
29.0,30.0,28.0,34.0,48.0,53.0,30.0,36.0
26.0,29.0,26.0,29.0,47.0,52.0,29.0,29.0
24.0,28.0,26.0,27.0,47.0,50.0,27.0,29.0
24.0,27.0,23.0,27.0,47.0,49.0,25.0,27.0
23.0,26.0,23.0,25.0,45.0,48.0,24.0,27.0
25.0,24.0,23.0,24.0,46.0,47.0,24.0,24.0
24.0,24.0,23.0,24.0,46.0,47.0,22.0,25.0
