Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,21.0,20.0,21.0,19.0,19.0,18.0,20.0
23.0,21.0,23.0,20.0,20.0,19.0,19.0,18.0
24.0,21.0,23.0,21.0,21.0,19.0,20.0,18.0
25.0,23.0,24.0,23.0,23.0,21.0,21.0,20.0
26.0,24.0,28.0,22.0,24.0,23.0,22.0,21.0
28.0,24.0,29.0,24.0,28.0,24.0,25.0,22.0
30.0,26.0,32.0,25.0,31.0,24.0,27.0,23.0
33.0,28.0,33.0,27.0,32.0,27.0,29.0,26.0
35.0,27.0,35.0,30.0,35.0,30.0,32.0,29.0
36.0,31.0,36.0,31.0,37.0,33.0,34.0,29.0
38.0,32.0,38.0,33.0,40.0,33.0,37.0,32.0
41.0,36.0,40.0,35.0,40.0,36.0,39.0,34.0
41.0,38.0,43.0,37.0,45.0,38.0,43.0,35.0
44.0,40.0,45.0,39.0,46.0,41.0,45.0,40.0
46.0,43.0,48.0,40.0,47.0,42.0,46.0,44.0
47.0,44.0,50.0,43.0,50.0,43.0,52.0,45.0
48.0,46.0,49.0,47.0,51.0,46.0,54.0,51.0
51.0,47.0,52.0,48.0,55.0,49.0,54.0,54.0
53.0,49.0,54.0,49.0,56.0,53.0,59.0,53.0
55.0,51.0,56.0,51.0,58.0,56.0,59.0,57.0
56.0,52.0,56.0,51.0,59.0,59.0,62.0,57.0
55.0,55.0,56.0,53.0,60.0,59.0,61.0,57.0
58.0,55.0,56.0,55.0,61.0,60.0,61.0,61.0
56.0,58.0,56.0,56.0,60.0,61.0,63.0,61.0
58.0,58.0,55.0,56.0,60.0,62.0,62.0,62.0
56.0,59.0,55.0,55.0,60.0,60.0,62.0,63.0
57.0,58.0,54.0,55.0,59.0,60.0,61.0,62.0
56.0,60.0,52.0,55.0,58.0,60.0,60.0,62.0
55.0,58.0,51.0,55.0,56.0,59.0,59.0,61.0
54.0,57.0,50.0,53.0,55.0,58.0,57.0,60.0
52.0,56.0,48.0,52.0,53.0,58.0,56.0,58.0
50.0,54.0,46.0,49.0,51.0,55.0,52.0,56.0
49.0,52.0,44.0,47.0,49.0,53.0,50.0,54.0
44.0,50.0,41.0,46.0,46.0,49.0,47.0,51.0
43.0,47.0,39.0,44.0,45.0,49.0,44.0,48.0
42.0,43.0,37.0,41.0,43.0,48.0,45.0,44.0
38.0,43.0,34.0,40.0,41.0,46.0,38.0,44.0
37.0,41.0,31.0,37.0,38.0,43.0,35.0,45.0
33.0,39.0,30.0,35.0,35.0,41.0,36.0,45.0
32.0,35.0,28.0,33.0,33.0,40.0,35.0,42.0
31.0,33.0,26.0,31.0,32.0,36.0,31.0,38.0
29.0,32.0,25.0,30.0,27.0,34.0,31.0,33.0
27.0,30.0,24.0,27.0,27.0,31.0,25.0,33.0
25.0,28.0,20.0,26.0,26.0,28.0,26.0,29.0
24.0,26.0,20.0,22.0,24.0,27.0,23.0,25.0
23.0,25.0,18.0,21.0,23.0,25.0,20.0,25.0
22.0,22.0,17.0,19.0,22.0,24.0,22.0,22.0
22.0,22.0,18.0,20.0,22.0,23.0,21.0,22.0
22.0,22.0,18.0,19.0,22.0,22.0,21.0,23.0
