Product1_Forecast,Product1_Demand,Product2_Forecast,Product2_Demand,Product3_Forecast,Product3_Demand,Product4_Forecast,Product4_Demand
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
21.0,19.0,22.0,21.0,20.0,20.0,22.0,21.0
20.0,20.0,23.0,22.0,22.0,21.0,22.0,20.0
22.0,20.0,24.0,23.0,23.0,21.0,24.0,21.0
24.0,21.0,26.0,23.0,25.0,23.0,24.0,23.0
26.0,22.0,27.0,27.0,26.0,24.0,30.0,24.0
27.0,24.0,26.0,27.0,28.0,25.0,31.0,28.0
29.0,25.0,30.0,26.0,30.0,28.0,34.0,29.0
31.0,25.0,33.0,28.0,31.0,27.0,37.0,31.0
33.0,29.0,36.0,30.0,33.0,29.0,37.0,33.0
36.0,32.0,37.0,33.0,35.0,32.0,39.0,35.0
38.0,32.0,40.0,34.0,39.0,33.0,42.0,35.0
40.0,36.0,43.0,38.0,40.0,35.0,43.0,39.0
46.0,39.0,46.0,40.0,43.0,37.0,47.0,42.0
46.0,46.0,46.0,40.0,46.0,38.0,48.0,43.0
53.0,46.0,48.0,44.0,47.0,41.0,49.0,44.0
54.0,48.0,48.0,47.0,48.0,44.0,52.0,48.0
53.0,52.0,52.0,48.0,48.0,46.0,53.0,51.0
53.0,53.0,54.0,50.0,51.0,47.0,55.0,52.0
55.0,53.0,55.0,50.0,52.0,48.0,59.0,53.0
58.0,56.0,56.0,53.0,53.0,50.0,59.0,58.0
58.0,57.0,58.0,55.0,55.0,52.0,61.0,56.0
59.0,57.0,59.0,57.0,56.0,55.0,61.0,59.0
60.0,58.0,60.0,57.0,58.0,55.0,61.0,60.0
60.0,58.0,60.0,58.0,57.0,58.0,63.0,61.0
59.0,59.0,58.0,59.0,59.0,58.0,61.0,61.0
59.0,59.0,58.0,59.0,59.0,57.0,60.0,61.0
57.0,59.0,57.0,58.0,57.0,56.0,59.0,61.0
56.0,58.0,56.0,58.0,54.0,55.0,58.0,60.0
55.0,58.0,54.0,58.0,51.0,54.0,56.0,59.0
54.0,57.0,53.0,56.0,50.0,56.0,55.0,57.0
52.0,56.0,50.0,56.0,48.0,52.0,51.0,57.0
50.0,53.0,49.0,52.0,48.0,50.0,50.0,54.0
47.0,52.0,45.0,51.0,45.0,49.0,45.0,52.0
47.0,50.0,42.0,48.0,43.0,46.0,45.0,47.0
44.0,48.0,40.0,42.0,38.0,47.0,38.0,47.0
39.0,44.0,40.0,42.0,37.0,43.0,39.0,41.0
37.0,40.0,37.0,42.0,33.0,40.0,35.0,42.0
35.0,41.0,36.0,38.0,33.0,35.0,34.0,36.0
33.0,37.0,33.0,34.0,32.0,34.0,31.0,36.0
30.0,35.0,28.0,33.0,29.0,33.0,30.0,34.0
29.0,31.0,25.0,29.0,28.0,32.0,29.0,32.0
26.0,30.0,23.0,28.0,26.0,31.0,27.0,32.0
24.0,24.0,24.0,26.0,25.0,28.0,27.0,30.0
25.0,22.0,22.0,25.0,22.0,26.0,27.0,28.0
20.0,23.0,21.0,24.0,23.0,23.0,24.0,27.0
18.0,24.0,20.0,23.0,21.0,24.0,22.0,27.0
20.0,20.0,20.0,22.0,21.0,23.0,22.0,25.0
21.0,21.0,20.0,21.0,21.0,22.0,22.0,24.0
18.0,22.0,20.0,20.0,20.0,21.0,23.0,22.0
